Ship,Alpha,Initial_Bot_Position,Rat_Position,MyBot_Total,MyBot_Attempt_Count,MyBot_Blocked_Sensing,MyBot_Rat_Chase_Count,MyBot_Ping_Count,Rat_Not_Caught
0,0.02,"(8, 18)","(14, 22)",400,0,4,192,200,False
0,0.04,"(8, 18)","(14, 22)",182,0,4,84,90,False
0,0.06,"(8, 18)","(14, 22)",244,0,4,116,120,False
0,0.08,"(8, 18)","(14, 22)",321,0,4,153,160,False
0,0.1,"(8, 18)","(14, 22)",41,0,4,13,20,False
0,0.12,"(8, 18)","(14, 22)",41,0,4,13,20,False
0,0.14,"(8, 18)","(14, 22)",41,0,4,13,20,False
0,0.16,"(8, 18)","(14, 22)",41,0,4,13,20,False
0,0.18,"(8, 18)","(14, 22)",41,0,4,13,20,False
0,0.2,"(8, 18)","(14, 22)",41,0,4,13,20,False
0,0.3,"(8, 18)","(14, 22)",41,0,4,13,20,False
0,0.4,"(8, 18)","(14, 22)",41,0,4,13,20,False
0,0.5,"(8, 18)","(14, 22)",347,0,4,169,170,False
1,0.02,"(9, 3)","(14, 15)",1877,2,6,930,935,False
1,0.04,"(9, 3)","(14, 15)",773,2,6,380,381,False
1,0.06,"(9, 3)","(14, 15)",233,2,6,110,111,False
1,0.08,"(9, 3)","(14, 15)",235,2,6,110,113,False
1,0.1,"(9, 3)","(14, 15)",461,2,6,220,229,False
1,0.12,"(9, 3)","(14, 15)",361,2,6,170,179,False
1,0.14,"(9, 3)","(14, 15)",281,2,6,130,139,False
1,0.16,"(9, 3)","(14, 15)",281,2,6,130,139,False
1,0.18,"(9, 3)","(14, 15)",235,2,6,110,113,False
1,0.2,"(9, 3)","(14, 15)",461,2,6,220,229,False
1,0.3,"(9, 3)","(14, 15)",873,2,6,430,431,False
1,0.4,"(9, 3)","(14, 15)",453,2,6,220,221,False
1,0.5,"(9, 3)","(14, 15)",281,2,6,130,139,False
2,0.02,"(9, 1)","(14, 22)",114,3,9,46,50,False
2,0.04,"(9, 1)","(14, 22)",502,3,9,240,244,False
2,0.06,"(9, 1)","(14, 22)",168,3,9,70,80,False
2,0.08,"(9, 1)","(14, 22)",168,3,9,70,80,False
2,0.1,"(9, 1)","(14, 22)",168,3,9,70,80,False
2,0.12,"(9, 1)","(14, 22)",168,3,9,70,80,False
2,0.14,"(9, 1)","(14, 22)",440,3,9,210,212,False
2,0.16,"(9, 1)","(14, 22)",254,3,9,116,120,False
2,0.18,"(9, 1)","(14, 22)",160,3,9,70,72,False
2,0.2,"(9, 1)","(14, 22)",160,3,9,70,72,False
2,0.3,"(9, 1)","(14, 22)",112,3,9,44,50,False
2,0.4,"(9, 1)","(14, 22)",114,3,9,46,50,False
2,0.5,"(9, 1)","(14, 22)",114,3,9,46,50,False
3,0.02,"(8, 25)","(14, 25)",881,4,19,420,423,False
3,0.04,"(8, 25)","(14, 25)",363,4,19,160,165,False
3,0.06,"(8, 25)","(14, 25)",447,4,19,200,209,False
3,0.08,"(8, 25)","(14, 25)",341,4,19,150,153,False
3,0.1,"(8, 25)","(14, 25)",259,4,19,110,111,False
3,0.12,"(8, 25)","(14, 25)",259,4,19,110,111,False
3,0.14,"(8, 25)","(14, 25)",139,4,19,50,51,False
3,0.16,"(8, 25)","(14, 25)",101,4,19,30,33,False
3,0.18,"(8, 25)","(14, 25)",139,4,19,50,51,False
3,0.2,"(8, 25)","(14, 25)",283,4,19,120,125,False
3,0.3,"(8, 25)","(14, 25)",139,4,19,50,51,False
3,0.4,"(8, 25)","(14, 25)",599,4,19,280,281,False
3,0.5,"(8, 25)","(14, 25)",259,4,19,110,111,False
4,0.02,"(8, 23)","(14, 20)",95,1,7,40,41,False
4,0.04,"(8, 23)","(14, 20)",439,1,7,210,215,False
4,0.06,"(8, 23)","(14, 20)",263,1,7,120,129,False
4,0.08,"(8, 23)","(14, 20)",359,1,7,170,175,False
4,0.1,"(8, 23)","(14, 20)",439,1,7,210,215,False
4,0.12,"(8, 23)","(14, 20)",179,1,7,80,85,False
4,0.14,"(8, 23)","(14, 20)",179,1,7,80,85,False
4,0.16,"(8, 23)","(14, 20)",179,1,7,80,85,False
4,0.18,"(8, 23)","(14, 20)",203,1,7,90,99,False
4,0.2,"(8, 23)","(14, 20)",201,1,7,90,97,False
4,0.3,"(8, 23)","(14, 20)",61,1,7,20,27,False
4,0.4,"(8, 23)","(14, 20)",137,1,7,60,63,False
4,0.5,"(8, 23)","(14, 20)",359,1,7,170,175,False
5,0.02,"(8, 25)","(14, 23)",241,2,12,107,110,False
5,0.04,"(8, 25)","(14, 23)",599,2,12,285,290,False
5,0.06,"(8, 25)","(14, 23)",488,2,12,230,234,False
5,0.08,"(8, 25)","(14, 23)",72,2,12,20,28,False
5,0.1,"(8, 25)","(14, 23)",275,2,12,121,130,False
5,0.12,"(8, 25)","(14, 23)",221,2,12,97,100,False
5,0.14,"(8, 25)","(14, 23)",119,2,12,45,50,False
5,0.16,"(8, 25)","(14, 23)",72,2,12,20,28,False
5,0.18,"(8, 25)","(14, 23)",72,2,12,20,28,False
5,0.2,"(8, 25)","(14, 23)",72,2,12,20,28,False
5,0.3,"(8, 25)","(14, 23)",243,2,12,109,110,False
5,0.4,"(8, 25)","(14, 23)",279,2,12,125,130,False
5,0.5,"(8, 25)","(14, 23)",675,2,12,321,330,False
6,0.02,"(8, 14)","(14, 1)",129,0,5,59,60,False
6,0.04,"(8, 14)","(14, 1)",1008,0,5,498,500,False
6,0.06,"(8, 14)","(14, 1)",484,0,5,234,240,False
6,0.08,"(8, 14)","(14, 1)",523,0,5,253,260,False
6,0.1,"(8, 14)","(14, 1)",174,0,5,80,84,False
6,0.12,"(8, 14)","(14, 1)",124,0,5,54,60,False
6,0.14,"(8, 14)","(14, 1)",187,0,5,87,90,False
6,0.16,"(8, 14)","(14, 1)",203,0,5,93,100,False
6,0.18,"(8, 14)","(14, 1)",129,0,5,59,60,False
6,0.2,"(8, 14)","(14, 1)",188,0,5,88,90,False
6,0.3,"(8, 14)","(14, 1)",129,0,5,59,60,False
6,0.4,"(8, 14)","(14, 1)",203,0,5,93,100,False
6,0.5,"(8, 14)","(14, 1)",888,0,5,438,440,False
7,0.02,"(8, 26)","(15, 2)",218,1,12,94,100,False
7,0.04,"(8, 26)","(15, 2)",258,1,12,114,120,False
7,0.06,"(8, 26)","(15, 2)",121,1,12,47,50,False
7,0.08,"(8, 26)","(15, 2)",121,1,12,47,50,False
7,0.1,"(8, 26)","(15, 2)",238,1,12,104,110,False
7,0.12,"(8, 26)","(15, 2)",238,1,12,104,110,False
7,0.14,"(8, 26)","(15, 2)",376,1,12,172,180,False
7,0.16,"(8, 26)","(15, 2)",226,1,12,100,102,False
7,0.18,"(8, 26)","(15, 2)",343,1,12,159,160,False
7,0.2,"(8, 26)","(15, 2)",214,1,12,90,100,False
7,0.3,"(8, 26)","(15, 2)",258,1,12,114,120,False
7,0.4,"(8, 26)","(15, 2)",188,1,12,80,84,False
7,0.5,"(8, 26)","(15, 2)",226,1,12,100,102,False
8,0.02,"(9, 1)","(14, 20)",1847,3,12,910,913,False
8,0.04,"(9, 1)","(14, 20)",705,3,12,340,341,False
8,0.06,"(9, 1)","(14, 20)",467,3,12,220,223,False
8,0.08,"(9, 1)","(14, 20)",551,3,12,260,267,False
8,0.1,"(9, 1)","(14, 20)",705,3,12,340,341,False
8,0.12,"(9, 1)","(14, 20)",305,3,12,140,141,False
8,0.14,"(9, 1)","(14, 20)",551,3,12,260,267,False
8,0.16,"(9, 1)","(14, 20)",107,3,12,40,43,False
8,0.18,"(9, 1)","(14, 20)",107,3,12,40,43,False
8,0.2,"(9, 1)","(14, 20)",267,3,12,120,123,False
8,0.3,"(9, 1)","(14, 20)",451,3,12,210,217,False
8,0.4,"(9, 1)","(14, 20)",747,3,12,360,363,False
8,0.5,"(9, 1)","(14, 20)",891,3,12,430,437,False
9,0.02,"(9, 2)","(14, 19)",281,4,27,110,117,False
9,0.04,"(9, 2)","(14, 19)",1695,4,27,820,821,False
9,0.06,"(9, 2)","(14, 19)",179,4,27,60,65,False
9,0.08,"(9, 2)","(14, 19)",179,4,27,60,65,False
9,0.1,"(9, 2)","(14, 19)",219,4,27,80,85,False
9,0.12,"(9, 2)","(14, 19)",219,4,27,80,85,False
9,0.14,"(9, 2)","(14, 19)",1077,4,27,510,513,False
9,0.16,"(9, 2)","(14, 19)",415,4,27,180,181,False
9,0.18,"(9, 2)","(14, 19)",179,4,27,60,65,False
9,0.2,"(9, 2)","(14, 19)",219,4,27,80,85,False
9,0.3,"(9, 2)","(14, 19)",179,4,27,60,65,False
9,0.4,"(9, 2)","(14, 19)",179,4,27,60,65,False
9,0.5,"(9, 2)","(14, 19)",257,4,27,100,103,False
10,0.02,"(8, 14)","(14, 10)",373,0,8,177,180,False
10,0.04,"(8, 14)","(14, 10)",373,0,8,177,180,False
10,0.06,"(8, 14)","(14, 10)",131,0,8,55,60,False
10,0.08,"(8, 14)","(14, 10)",270,0,8,124,130,False
10,0.1,"(8, 14)","(14, 10)",220,0,8,100,104,False
10,0.12,"(8, 14)","(14, 10)",174,0,8,78,80,False
10,0.14,"(8, 14)","(14, 10)",174,0,8,78,80,False
10,0.16,"(8, 14)","(14, 10)",174,0,8,78,80,False
10,0.18,"(8, 14)","(14, 10)",709,0,8,343,350,False
10,0.2,"(8, 14)","(14, 10)",174,0,8,78,80,False
10,0.3,"(8, 14)","(14, 10)",147,0,8,61,70,False
10,0.4,"(8, 14)","(14, 10)",249,0,8,113,120,False
10,0.5,"(8, 14)","(14, 10)",172,0,8,76,80,False
11,0.02,"(8, 27)","(14, 19)",207,2,13,90,91,False
11,0.04,"(8, 27)","(14, 19)",75,2,13,20,29,False
11,0.06,"(8, 27)","(14, 19)",227,2,13,100,101,False
11,0.08,"(8, 27)","(14, 19)",251,2,13,110,115,False
11,0.1,"(8, 27)","(14, 19)",387,2,13,180,181,False
11,0.12,"(8, 27)","(14, 19)",153,2,13,60,67,False
11,0.14,"(8, 27)","(14, 19)",269,2,13,120,123,False
11,0.16,"(8, 27)","(14, 19)",367,2,13,170,171,False
11,0.18,"(8, 27)","(14, 19)",191,2,13,80,85,False
11,0.2,"(8, 27)","(14, 19)",207,2,13,90,91,False
11,0.3,"(8, 27)","(14, 19)",231,2,13,100,105,False
11,0.4,"(8, 27)","(14, 19)",207,2,13,90,91,False
11,0.5,"(8, 27)","(14, 19)",87,2,13,30,31,False
12,0.02,"(8, 23)","(14, 21)",87,0,4,39,40,False
12,0.04,"(8, 23)","(14, 21)",87,0,4,39,40,False
12,0.06,"(8, 23)","(14, 21)",24,0,4,6,10,False
12,0.08,"(8, 23)","(14, 21)",187,0,4,89,90,False
12,0.1,"(8, 23)","(14, 21)",123,0,4,55,60,False
12,0.12,"(8, 23)","(14, 21)",167,0,4,79,80,False
12,0.14,"(8, 23)","(14, 21)",101,0,4,43,50,False
12,0.16,"(8, 23)","(14, 21)",87,0,4,39,40,False
12,0.18,"(8, 23)","(14, 21)",87,0,4,39,40,False
12,0.2,"(8, 23)","(14, 21)",159,0,4,71,80,False
12,0.3,"(8, 23)","(14, 21)",181,0,4,83,90,False
12,0.4,"(8, 23)","(14, 21)",48,0,4,20,20,False
12,0.5,"(8, 23)","(14, 21)",87,0,4,39,40,False
13,0.02,"(8, 28)","(14, 11)",602,2,5,292,300,False
13,0.04,"(8, 28)","(14, 11)",63,2,5,23,30,False
13,0.06,"(8, 28)","(14, 11)",264,2,5,124,130,False
13,0.08,"(8, 28)","(14, 11)",869,2,5,429,430,False
13,0.1,"(8, 28)","(14, 11)",220,2,5,100,110,False
13,0.12,"(8, 28)","(14, 11)",484,2,5,234,240,False
13,0.14,"(8, 28)","(14, 11)",184,2,5,84,90,False
13,0.16,"(8, 28)","(14, 11)",248,2,5,118,120,False
13,0.18,"(8, 28)","(14, 11)",124,2,5,54,60,False
13,0.2,"(8, 28)","(14, 11)",103,2,5,43,50,False
13,0.3,"(8, 28)","(14, 11)",381,2,5,181,190,False
13,0.4,"(8, 28)","(14, 11)",96,2,5,40,46,False
13,0.5,"(8, 28)","(14, 11)",96,2,5,40,46,False
14,0.02,"(9, 7)","(14, 28)",913,1,6,450,451,False
14,0.04,"(9, 7)","(14, 28)",333,1,6,160,161,False
14,0.06,"(9, 7)","(14, 28)",293,1,6,140,141,False
14,0.08,"(9, 7)","(14, 28)",153,1,6,70,71,False
14,0.1,"(9, 7)","(14, 28)",113,1,6,50,51,False
14,0.12,"(9, 7)","(14, 28)",453,1,6,220,221,False
14,0.14,"(9, 7)","(14, 28)",153,1,6,70,71,False
14,0.16,"(9, 7)","(14, 28)",153,1,6,70,71,False
14,0.18,"(9, 7)","(14, 28)",153,1,6,70,71,False
14,0.2,"(9, 7)","(14, 28)",159,1,6,70,77,False
14,0.3,"(9, 7)","(14, 28)",373,1,6,180,181,False
14,0.4,"(9, 7)","(14, 28)",933,1,6,460,461,False
14,0.5,"(9, 7)","(14, 28)",133,1,6,60,61,False
15,0.02,"(9, 6)","(15, 3)",1869,2,14,920,921,False
15,0.04,"(9, 6)","(15, 3)",249,2,14,110,111,False
15,0.06,"(9, 6)","(15, 3)",129,2,14,50,51,False
15,0.08,"(9, 6)","(15, 3)",1031,2,14,500,503,False
15,0.1,"(9, 6)","(15, 3)",309,2,14,140,141,False
15,0.12,"(9, 6)","(15, 3)",109,2,14,40,41,False
15,0.14,"(9, 6)","(15, 3)",129,2,14,50,51,False
15,0.16,"(9, 6)","(15, 3)",129,2,14,50,51,False
15,0.18,"(9, 6)","(15, 3)",109,2,14,40,41,False
15,0.2,"(9, 6)","(15, 3)",109,2,14,40,41,False
15,0.3,"(9, 6)","(15, 3)",129,2,14,50,51,False
15,0.4,"(9, 6)","(15, 3)",357,2,14,160,169,False
15,0.5,"(9, 6)","(15, 3)",269,2,14,120,121,False
16,0.02,"(8, 28)","(14, 16)",483,0,7,230,239,False
16,0.04,"(8, 28)","(14, 16)",597,0,7,290,293,False
16,0.06,"(8, 28)","(14, 16)",159,0,7,70,75,False
16,0.08,"(8, 28)","(14, 16)",597,0,7,290,293,False
16,0.1,"(8, 28)","(14, 16)",537,0,7,260,263,False
16,0.12,"(8, 28)","(14, 16)",143,0,7,60,69,False
16,0.14,"(8, 28)","(14, 16)",519,0,7,250,255,False
16,0.16,"(8, 28)","(14, 16)",401,0,7,190,197,False
16,0.18,"(8, 28)","(14, 16)",543,0,7,260,269,False
16,0.2,"(8, 28)","(14, 16)",103,0,7,40,49,False
16,0.3,"(8, 28)","(14, 16)",655,0,7,320,321,False
16,0.4,"(8, 28)","(14, 16)",361,0,7,170,177,False
16,0.5,"(8, 28)","(14, 16)",655,0,7,320,321,False
17,0.02,"(9, 1)","(14, 25)",329,1,11,150,157,False
17,0.04,"(9, 1)","(14, 25)",611,1,11,290,299,False
17,0.06,"(9, 1)","(14, 25)",289,1,11,130,137,False
17,0.08,"(9, 1)","(14, 25)",645,1,11,310,313,False
17,0.1,"(9, 1)","(14, 25)",289,1,11,130,137,False
17,0.12,"(9, 1)","(14, 25)",287,1,11,130,135,False
17,0.14,"(9, 1)","(14, 25)",225,1,11,100,103,False
17,0.16,"(9, 1)","(14, 25)",745,1,11,360,363,False
17,0.18,"(9, 1)","(14, 25)",289,1,11,130,137,False
17,0.2,"(9, 1)","(14, 25)",289,1,11,130,137,False
17,0.3,"(9, 1)","(14, 25)",343,1,11,160,161,False
17,0.4,"(9, 1)","(14, 25)",889,1,11,430,437,False
17,0.5,"(9, 1)","(14, 25)",603,1,11,290,291,False
18,0.02,"(9, 3)","(14, 24)",113,1,6,50,51,False
18,0.04,"(9, 3)","(14, 24)",1237,1,6,610,615,False
18,0.06,"(9, 3)","(14, 24)",295,1,6,140,143,False
18,0.08,"(9, 3)","(14, 24)",241,1,6,110,119,False
18,0.1,"(9, 3)","(14, 24)",313,1,6,150,151,False
18,0.12,"(9, 3)","(14, 24)",217,1,6,100,105,False
18,0.14,"(9, 3)","(14, 24)",241,1,6,110,119,False
18,0.16,"(9, 3)","(14, 24)",113,1,6,50,51,False
18,0.18,"(9, 3)","(14, 24)",295,1,6,140,143,False
18,0.2,"(9, 3)","(14, 24)",241,1,6,110,119,False
18,0.3,"(9, 3)","(14, 24)",177,1,6,80,85,False
18,0.4,"(9, 3)","(14, 24)",1541,1,6,760,769,False
18,0.5,"(9, 3)","(14, 24)",295,1,6,140,143,False
19,0.02,"(8, 21)","(14, 11)",361,2,12,167,170,False
19,0.04,"(8, 21)","(14, 11)",275,2,12,121,130,False
19,0.06,"(8, 21)","(14, 11)",157,2,12,63,70,False
19,0.08,"(8, 21)","(14, 11)",510,2,12,240,246,False
19,0.1,"(8, 21)","(14, 11)",242,2,12,108,110,False
19,0.12,"(8, 21)","(14, 11)",138,2,12,54,60,False
19,0.14,"(8, 21)","(14, 11)",78,2,12,24,30,False
19,0.16,"(8, 21)","(14, 11)",119,2,12,45,50,False
19,0.18,"(8, 21)","(14, 11)",119,2,12,45,50,False
19,0.2,"(8, 21)","(14, 11)",298,2,12,134,140,False
19,0.3,"(8, 21)","(14, 11)",98,2,12,34,40,False
19,0.4,"(8, 21)","(14, 11)",275,2,12,121,130,False
19,0.5,"(8, 21)","(14, 11)",495,2,12,231,240,False
20,0.02,"(8, 23)","(14, 4)",737,1,7,360,363,False
20,0.04,"(8, 23)","(14, 4)",155,1,7,70,71,False
20,0.06,"(8, 23)","(14, 4)",155,1,7,70,71,False
20,0.08,"(8, 23)","(14, 4)",581,1,7,280,287,False
20,0.1,"(8, 23)","(14, 4)",219,1,7,100,105,False
20,0.12,"(8, 23)","(14, 4)",215,1,7,100,101,False
20,0.14,"(8, 23)","(14, 4)",215,1,7,100,101,False
20,0.16,"(8, 23)","(14, 4)",215,1,7,100,101,False
20,0.18,"(8, 23)","(14, 4)",215,1,7,100,101,False
20,0.2,"(8, 23)","(14, 4)",215,1,7,100,101,False
20,0.3,"(8, 23)","(14, 4)",315,1,7,150,151,False
20,0.4,"(8, 23)","(14, 4)",297,1,7,140,143,False
20,0.5,"(8, 23)","(14, 4)",215,1,7,100,101,False
21,0.02,"(8, 14)","(14, 6)",741,2,9,360,363,False
21,0.04,"(8, 14)","(14, 6)",203,2,9,90,95,False
21,0.06,"(8, 14)","(14, 6)",599,2,9,290,291,False
21,0.08,"(8, 14)","(14, 6)",159,2,9,70,71,False
21,0.1,"(8, 14)","(14, 6)",201,2,9,90,93,False
21,0.12,"(8, 14)","(14, 6)",203,2,9,90,95,False
21,0.14,"(8, 14)","(14, 6)",287,2,9,130,139,False
21,0.16,"(8, 14)","(14, 6)",319,2,9,150,151,False
21,0.18,"(8, 14)","(14, 6)",127,2,9,50,59,False
21,0.2,"(8, 14)","(14, 6)",367,2,9,170,179,False
21,0.3,"(8, 14)","(14, 6)",159,2,9,70,71,False
21,0.4,"(8, 14)","(14, 6)",825,2,9,400,407,False
21,0.5,"(8, 14)","(14, 6)",581,2,9,280,283,False
22,0.02,"(8, 21)","(14, 16)",937,2,6,460,465,False
22,0.04,"(8, 21)","(14, 16)",393,2,6,190,191,False
22,0.06,"(8, 21)","(14, 16)",633,2,6,310,311,False
22,0.08,"(8, 21)","(14, 16)",317,2,6,150,155,False
22,0.1,"(8, 21)","(14, 16)",213,2,6,100,101,False
22,0.12,"(8, 21)","(14, 16)",179,2,6,80,87,False
22,0.14,"(8, 21)","(14, 16)",873,2,6,430,431,False
22,0.16,"(8, 21)","(14, 16)",317,2,6,150,155,False
22,0.18,"(8, 21)","(14, 16)",317,2,6,150,155,False
22,0.2,"(8, 21)","(14, 16)",913,2,6,450,451,False
22,0.3,"(8, 21)","(14, 16)",953,2,6,470,471,False
22,0.4,"(8, 21)","(14, 16)",533,2,6,260,261,False
22,0.5,"(8, 21)","(14, 16)",153,2,6,70,71,False
23,0.02,"(8, 17)","(14, 16)",287,0,7,133,140,False
23,0.04,"(8, 17)","(14, 16)",212,0,7,98,100,False
23,0.06,"(8, 17)","(14, 16)",233,0,7,109,110,False
23,0.08,"(8, 17)","(14, 16)",236,0,7,110,112,False
23,0.1,"(8, 17)","(14, 16)",149,0,7,65,70,False
23,0.12,"(8, 17)","(14, 16)",192,0,7,88,90,False
23,0.14,"(8, 17)","(14, 16)",269,0,7,125,130,False
23,0.16,"(8, 17)","(14, 16)",151,0,7,67,70,False
23,0.18,"(8, 17)","(14, 16)",307,0,7,143,150,False
23,0.2,"(8, 17)","(14, 16)",388,0,7,184,190,False
23,0.3,"(8, 17)","(14, 16)",649,0,7,315,320,False
23,0.4,"(8, 17)","(14, 16)",172,0,7,78,80,False
23,0.5,"(8, 17)","(14, 16)",912,0,7,448,450,False
24,0.02,"(8, 24)","(14, 15)",454,1,8,218,220,False
24,0.04,"(8, 24)","(14, 15)",95,1,8,39,40,False
24,0.06,"(8, 24)","(14, 15)",89,1,8,33,40,False
24,0.08,"(8, 24)","(14, 15)",89,1,8,33,40,False
24,0.1,"(8, 24)","(14, 15)",89,1,8,33,40,False
24,0.12,"(8, 24)","(14, 15)",90,1,8,34,40,False
24,0.14,"(8, 24)","(14, 15)",88,1,8,32,40,False
24,0.16,"(8, 24)","(14, 15)",88,1,8,32,40,False
24,0.18,"(8, 24)","(14, 15)",304,1,8,140,148,False
24,0.2,"(8, 24)","(14, 15)",313,1,8,147,150,False
24,0.3,"(8, 24)","(14, 15)",167,1,8,71,80,False
24,0.4,"(8, 24)","(14, 15)",489,1,8,233,240,False
24,0.5,"(8, 24)","(14, 15)",80,1,8,30,34,False
25,0.02,"(8, 25)","(14, 11)",122,0,6,50,60,False
25,0.04,"(8, 25)","(14, 11)",92,0,6,40,40,False
25,0.06,"(8, 25)","(14, 11)",92,0,6,40,40,False
25,0.08,"(8, 25)","(14, 11)",92,0,6,40,40,False
25,0.1,"(8, 25)","(14, 11)",86,0,6,34,40,False
25,0.12,"(8, 25)","(14, 11)",83,0,6,31,40,False
25,0.14,"(8, 25)","(14, 11)",92,0,6,40,40,False
25,0.16,"(8, 25)","(14, 11)",92,0,6,40,40,False
25,0.18,"(8, 25)","(14, 11)",83,0,6,31,40,False
25,0.2,"(8, 25)","(14, 11)",552,0,6,270,270,False
25,0.3,"(8, 25)","(14, 11)",149,0,6,67,70,False
25,0.4,"(8, 25)","(14, 11)",165,0,6,73,80,False
25,0.5,"(8, 25)","(14, 11)",122,0,6,50,60,False
26,0.02,"(8, 21)","(14, 10)",314,1,8,148,150,False
26,0.04,"(8, 21)","(14, 10)",853,1,8,417,420,False
26,0.06,"(8, 21)","(14, 10)",392,1,8,186,190,False
26,0.08,"(8, 21)","(14, 10)",310,1,8,144,150,False
26,0.1,"(8, 21)","(14, 10)",151,1,8,65,70,False
26,0.12,"(8, 21)","(14, 10)",152,1,8,66,70,False
26,0.14,"(8, 21)","(14, 10)",151,1,8,65,70,False
26,0.16,"(8, 21)","(14, 10)",1282,1,8,630,636,False
26,0.18,"(8, 21)","(14, 10)",272,1,8,126,130,False
26,0.2,"(8, 21)","(14, 10)",171,1,8,75,80,False
26,0.3,"(8, 21)","(14, 10)",513,1,8,247,250,False
26,0.4,"(8, 21)","(14, 10)",272,1,8,126,130,False
26,0.5,"(8, 21)","(14, 10)",652,1,8,316,320,False
27,0.02,"(8, 20)","(14, 12)",961,3,6,470,479,False
27,0.04,"(8, 20)","(14, 12)",1315,3,6,650,653,False
27,0.06,"(8, 20)","(14, 12)",361,3,6,170,179,False
27,0.08,"(8, 20)","(14, 12)",193,3,6,90,91,False
27,0.1,"(8, 20)","(14, 12)",333,3,6,160,161,False
27,0.12,"(8, 20)","(14, 12)",393,3,6,190,191,False
27,0.14,"(8, 20)","(14, 12)",313,3,6,150,151,False
27,0.16,"(8, 20)","(14, 12)",73,3,6,30,31,False
27,0.18,"(8, 20)","(14, 12)",295,3,6,140,143,False
27,0.2,"(8, 20)","(14, 12)",235,3,6,110,113,False
27,0.3,"(8, 20)","(14, 12)",153,3,6,70,71,False
27,0.4,"(8, 20)","(14, 12)",179,3,6,80,87,False
27,0.5,"(8, 20)","(14, 12)",255,3,6,120,123,False
28,0.02,"(8, 13)","(14, 12)",70,1,10,20,30,False
28,0.04,"(8, 13)","(14, 12)",59,1,10,19,20,False
28,0.06,"(8, 13)","(14, 12)",91,1,10,31,40,False
28,0.08,"(8, 13)","(14, 12)",77,1,10,27,30,False
28,0.1,"(8, 13)","(14, 12)",70,1,10,20,30,False
28,0.12,"(8, 13)","(14, 12)",77,1,10,27,30,False
28,0.14,"(8, 13)","(14, 12)",59,1,10,19,20,False
28,0.16,"(8, 13)","(14, 12)",77,1,10,27,30,False
28,0.18,"(8, 13)","(14, 12)",59,1,10,19,20,False
28,0.2,"(8, 13)","(14, 12)",59,1,10,19,20,False
28,0.3,"(8, 13)","(14, 12)",77,1,10,27,30,False
28,0.4,"(8, 13)","(14, 12)",262,1,10,120,122,False
28,0.5,"(8, 13)","(14, 12)",112,1,10,42,50,False
29,0.02,"(8, 20)","(14, 12)",1100,3,17,530,536,False
29,0.04,"(8, 20)","(14, 12)",386,3,17,172,180,False
29,0.06,"(8, 20)","(14, 12)",588,3,17,274,280,False
29,0.08,"(8, 20)","(14, 12)",374,3,17,170,170,False
29,0.1,"(8, 20)","(14, 12)",682,3,17,320,328,False
29,0.12,"(8, 20)","(14, 12)",476,3,17,220,222,False
29,0.14,"(8, 20)","(14, 12)",231,3,17,97,100,False
29,0.16,"(8, 20)","(14, 12)",332,3,17,148,150,False
29,0.18,"(8, 20)","(14, 12)",138,3,17,50,54,False
29,0.2,"(8, 20)","(14, 12)",280,3,17,120,126,False
29,0.3,"(8, 20)","(14, 12)",269,3,17,115,120,False
29,0.4,"(8, 20)","(14, 12)",166,3,17,62,70,False
29,0.5,"(8, 20)","(14, 12)",90,3,17,26,30,False
30,0.02,"(8, 21)","(14, 15)",170,3,7,76,80,False
30,0.04,"(8, 21)","(14, 15)",130,3,7,56,60,False
30,0.06,"(8, 21)","(14, 15)",48,3,7,14,20,False
30,0.08,"(8, 21)","(14, 15)",176,3,7,80,82,False
30,0.1,"(8, 21)","(14, 15)",128,3,7,54,60,False
30,0.12,"(8, 21)","(14, 15)",150,3,7,66,70,False
30,0.14,"(8, 21)","(14, 15)",129,3,7,55,60,False
30,0.16,"(8, 21)","(14, 15)",150,3,7,66,70,False
30,0.18,"(8, 21)","(14, 15)",149,3,7,65,70,False
30,0.2,"(8, 21)","(14, 15)",47,3,7,13,20,False
30,0.3,"(8, 21)","(14, 15)",872,3,7,428,430,False
30,0.4,"(8, 21)","(14, 15)",134,3,7,60,60,False
30,0.5,"(8, 21)","(14, 15)",49,3,7,15,20,False
31,0.02,"(8, 26)","(14, 20)",116,1,9,48,50,False
31,0.04,"(8, 26)","(14, 20)",546,1,9,260,268,False
31,0.06,"(8, 26)","(14, 20)",164,1,9,70,76,False
31,0.08,"(8, 26)","(14, 20)",131,1,9,53,60,False
31,0.1,"(8, 26)","(14, 20)",173,1,9,75,80,False
31,0.12,"(8, 26)","(14, 20)",122,1,9,50,54,False
31,0.14,"(8, 26)","(14, 20)",176,1,9,78,80,False
31,0.16,"(8, 26)","(14, 20)",129,1,9,51,60,False
31,0.18,"(8, 26)","(14, 20)",204,1,9,90,96,False
31,0.2,"(8, 26)","(14, 20)",190,1,9,82,90,False
31,0.3,"(8, 26)","(14, 20)",122,1,9,50,54,False
31,0.4,"(8, 26)","(14, 20)",1052,1,9,514,520,False
31,0.5,"(8, 26)","(14, 20)",190,1,9,82,90,False
32,0.02,"(8, 17)","(13, 28)",108,1,7,44,50,False
32,0.04,"(8, 17)","(13, 28)",48,1,7,14,20,False
32,0.06,"(8, 17)","(13, 28)",48,1,7,14,20,False
32,0.08,"(8, 17)","(13, 28)",48,1,7,14,20,False
