Ship,Alpha,Initial_Bot_Position,Rat_Position,Baseline_Total,Baseline_Attempt_Count,Baseline_Blocked_Sensing,Baseline_Rat_Chase_Count,Baseline_Ping_Count,Rat_Not_Caught
89,0.6,"(8, 16)","(14, 1)",308,1,11,143,143,False
89,0.7,"(8, 16)","(14, 1)",308,1,11,143,143,False
89,0.8,"(8, 16)","(14, 1)",364,1,11,171,171,False
89,0.9,"(8, 16)","(14, 1)",396,1,11,187,187,False
89,1.0,"(8, 16)","(14, 1)",328,1,11,153,153,False
90,0.02,"(8, 26)","(14, 18)",660,4,29,301,301,False
90,0.04,"(8, 26)","(14, 18)",168,4,29,55,55,False
90,0.06,"(8, 26)","(14, 18)",288,4,29,115,115,False
90,0.08,"(8, 26)","(14, 18)",400,4,29,171,171,False
90,0.1,"(8, 26)","(14, 18)",420,4,29,181,181,False
90,0.12,"(8, 26)","(14, 18)",432,4,29,187,187,False
90,0.14,"(8, 26)","(14, 18)",232,4,29,87,87,False
90,0.16,"(8, 26)","(14, 18)",176,4,29,59,59,False
90,0.18,"(8, 26)","(14, 18)",244,4,29,93,93,False
90,0.2,"(8, 26)","(14, 18)",180,4,29,61,61,False
90,0.3,"(8, 26)","(14, 18)",176,4,29,59,59,False
90,0.4,"(8, 26)","(14, 18)",220,4,29,81,81,False
90,0.5,"(8, 26)","(14, 18)",528,4,29,235,235,False
90,0.6,"(8, 26)","(14, 18)",132,4,29,37,37,False
90,0.7,"(8, 26)","(14, 18)",240,4,29,91,91,False
90,0.8,"(8, 26)","(14, 18)",632,4,29,287,287,False
90,0.9,"(8, 26)","(14, 18)",400,4,29,171,171,False
90,1.0,"(8, 26)","(14, 18)",972,4,29,457,457,False
91,0.02,"(8, 26)","(14, 16)",264,2,8,124,124,False
91,0.04,"(8, 26)","(14, 16)",1560,2,8,772,772,False
91,0.06,"(8, 26)","(14, 16)",976,2,8,480,480,False
91,0.08,"(8, 26)","(14, 16)",156,2,8,70,70,False
91,0.1,"(8, 26)","(14, 16)",748,2,8,366,366,False
91,0.12,"(8, 26)","(14, 16)",188,2,8,86,86,False
91,0.14,"(8, 26)","(14, 16)",92,2,8,38,38,False
91,0.16,"(8, 26)","(14, 16)",144,2,8,64,64,False
91,0.18,"(8, 26)","(14, 16)",692,2,8,338,338,False
91,0.2,"(8, 26)","(14, 16)",316,2,8,150,150,False
91,0.3,"(8, 26)","(14, 16)",144,2,8,64,64,False
91,0.4,"(8, 26)","(14, 16)",144,2,8,64,64,False
91,0.5,"(8, 26)","(14, 16)",128,2,8,56,56,False
91,0.6,"(8, 26)","(14, 16)",628,2,8,306,306,False
91,0.7,"(8, 26)","(14, 16)",752,2,8,368,368,False
91,0.8,"(8, 26)","(14, 16)",1536,2,8,760,760,False
91,0.9,"(8, 26)","(14, 16)",1468,2,8,726,726,False
91,1.0,"(8, 26)","(14, 16)",1636,2,8,810,810,False
92,0.02,"(8, 22)","(14, 20)",492,4,20,226,226,False
92,0.04,"(8, 22)","(14, 20)",328,4,20,144,144,False
92,0.06,"(8, 22)","(14, 20)",236,4,20,98,98,False
92,0.08,"(8, 22)","(14, 20)",564,4,20,262,262,False
92,0.1,"(8, 22)","(14, 20)",156,4,20,58,58,False
92,0.12,"(8, 22)","(14, 20)",148,4,20,54,54,False
92,0.14,"(8, 22)","(14, 20)",148,4,20,54,54,False
92,0.16,"(8, 22)","(14, 20)",436,4,20,198,198,False
92,0.18,"(8, 22)","(14, 20)",148,4,20,54,54,False
92,0.2,"(8, 22)","(14, 20)",84,4,20,22,22,False
92,0.3,"(8, 22)","(14, 20)",128,4,20,44,44,False
92,0.4,"(8, 22)","(14, 20)",160,4,20,60,60,False
92,0.5,"(8, 22)","(14, 20)",132,4,20,46,46,False
92,0.6,"(8, 22)","(14, 20)",664,4,20,312,312,False
92,0.7,"(8, 22)","(14, 20)",288,4,20,124,124,False
92,0.8,"(8, 22)","(14, 20)",360,4,20,160,160,False
92,0.9,"(8, 22)","(14, 20)",816,4,20,388,388,False
92,1.0,"(8, 22)","(14, 20)",288,4,20,124,124,False
93,0.02,"(8, 22)","(14, 21)",368,1,5,179,179,False
93,0.04,"(8, 22)","(14, 21)",144,1,5,67,67,False
93,0.06,"(8, 22)","(14, 21)",100,1,5,45,45,False
93,0.08,"(8, 22)","(14, 21)",100,1,5,45,45,False
93,0.1,"(8, 22)","(14, 21)",252,1,5,121,121,False
93,0.12,"(8, 22)","(14, 21)",212,1,5,101,101,False
93,0.14,"(8, 22)","(14, 21)",96,1,5,43,43,False
93,0.16,"(8, 22)","(14, 21)",172,1,5,81,81,False
93,0.18,"(8, 22)","(14, 21)",172,1,5,81,81,False
93,0.2,"(8, 22)","(14, 21)",172,1,5,81,81,False
93,0.3,"(8, 22)","(14, 21)",216,1,5,103,103,False
93,0.4,"(8, 22)","(14, 21)",252,1,5,121,121,False
93,0.5,"(8, 22)","(14, 21)",920,1,5,455,455,False
93,0.6,"(8, 22)","(14, 21)",864,1,5,427,427,False
93,0.7,"(8, 22)","(14, 21)",864,1,5,427,427,False
93,0.8,"(8, 22)","(14, 21)",20010,1,5,10000,10000,True
93,0.9,"(8, 22)","(14, 21)",2008,1,5,999,999,False
93,1.0,"(8, 22)","(14, 21)",180,1,5,85,85,False
94,0.02,"(9, 2)","(15, 1)",130,2,6,59,59,False
94,0.04,"(9, 2)","(15, 1)",326,2,6,157,157,False
94,0.06,"(9, 2)","(15, 1)",442,2,6,215,215,False
94,0.08,"(9, 2)","(15, 1)",382,2,6,185,185,False
94,0.1,"(9, 2)","(15, 1)",458,2,6,223,223,False
94,0.12,"(9, 2)","(15, 1)",122,2,6,55,55,False
94,0.14,"(9, 2)","(15, 1)",98,2,6,43,43,False
94,0.16,"(9, 2)","(15, 1)",74,2,6,31,31,False
94,0.18,"(9, 2)","(15, 1)",366,2,6,177,177,False
94,0.2,"(9, 2)","(15, 1)",306,2,6,147,147,False
94,0.3,"(9, 2)","(15, 1)",90,2,6,39,39,False
94,0.4,"(9, 2)","(15, 1)",306,2,6,147,147,False
94,0.5,"(9, 2)","(15, 1)",130,2,6,59,59,False
94,0.6,"(9, 2)","(15, 1)",430,2,6,209,209,False
94,0.7,"(9, 2)","(15, 1)",262,2,6,125,125,False
94,0.8,"(9, 2)","(15, 1)",294,2,6,141,141,False
94,0.9,"(9, 2)","(15, 1)",1314,2,6,651,651,False
94,1.0,"(9, 2)","(15, 1)",262,2,6,125,125,False
95,0.02,"(9, 7)","(14, 27)",86,2,8,35,35,False
95,0.04,"(9, 7)","(14, 27)",254,2,8,119,119,False
95,0.06,"(9, 7)","(14, 27)",86,2,8,35,35,False
95,0.08,"(9, 7)","(14, 27)",230,2,8,107,107,False
95,0.1,"(9, 7)","(14, 27)",214,2,8,99,99,False
95,0.12,"(9, 7)","(14, 27)",298,2,8,141,141,False
95,0.14,"(9, 7)","(14, 27)",230,2,8,107,107,False
95,0.16,"(9, 7)","(14, 27)",298,2,8,141,141,False
95,0.18,"(9, 7)","(14, 27)",450,2,8,217,217,False
95,0.2,"(9, 7)","(14, 27)",486,2,8,235,235,False
95,0.3,"(9, 7)","(14, 27)",254,2,8,119,119,False
95,0.4,"(9, 7)","(14, 27)",214,2,8,99,99,False
95,0.5,"(9, 7)","(14, 27)",290,2,8,137,137,False
95,0.6,"(9, 7)","(14, 27)",418,2,8,201,201,False
95,0.7,"(9, 7)","(14, 27)",490,2,8,237,237,False
95,0.8,"(9, 7)","(14, 27)",486,2,8,235,235,False
95,0.9,"(9, 7)","(14, 27)",682,2,8,333,333,False
95,1.0,"(9, 7)","(14, 27)",682,2,8,333,333,False
96,0.02,"(8, 21)","(14, 10)",284,3,7,135,135,False
96,0.04,"(8, 21)","(14, 10)",52,3,7,19,19,False
96,0.06,"(8, 21)","(14, 10)",52,3,7,19,19,False
96,0.08,"(8, 21)","(14, 10)",52,3,7,19,19,False
96,0.1,"(8, 21)","(14, 10)",160,3,7,73,73,False
96,0.12,"(8, 21)","(14, 10)",260,3,7,123,123,False
96,0.14,"(8, 21)","(14, 10)",336,3,7,161,161,False
96,0.16,"(8, 21)","(14, 10)",336,3,7,161,161,False
96,0.18,"(8, 21)","(14, 10)",504,3,7,245,245,False
96,0.2,"(8, 21)","(14, 10)",452,3,7,219,219,False
96,0.3,"(8, 21)","(14, 10)",484,3,7,235,235,False
96,0.4,"(8, 21)","(14, 10)",292,3,7,139,139,False
96,0.5,"(8, 21)","(14, 10)",208,3,7,97,97,False
96,0.6,"(8, 21)","(14, 10)",756,3,7,371,371,False
96,0.7,"(8, 21)","(14, 10)",444,3,7,215,215,False
96,0.8,"(8, 21)","(14, 10)",396,3,7,191,191,False
96,0.9,"(8, 21)","(14, 10)",712,3,7,349,349,False
96,1.0,"(8, 21)","(14, 10)",752,3,7,369,369,False
97,0.02,"(8, 22)","(14, 20)",380,0,4,186,186,False
97,0.04,"(8, 22)","(14, 20)",148,0,4,70,70,False
97,0.06,"(8, 22)","(14, 20)",288,0,4,140,140,False
97,0.08,"(8, 22)","(14, 20)",184,0,4,88,88,False
97,0.1,"(8, 22)","(14, 20)",116,0,4,54,54,False
97,0.12,"(8, 22)","(14, 20)",444,0,4,218,218,False
97,0.14,"(8, 22)","(14, 20)",112,0,4,52,52,False
97,0.16,"(8, 22)","(14, 20)",112,0,4,52,52,False
97,0.18,"(8, 22)","(14, 20)",112,0,4,52,52,False
97,0.2,"(8, 22)","(14, 20)",112,0,4,52,52,False
97,0.3,"(8, 22)","(14, 20)",260,0,4,126,126,False
97,0.4,"(8, 22)","(14, 20)",32,0,4,12,12,False
97,0.5,"(8, 22)","(14, 20)",104,0,4,48,48,False
97,0.6,"(8, 22)","(14, 20)",232,0,4,112,112,False
97,0.7,"(8, 22)","(14, 20)",240,0,4,116,116,False
97,0.8,"(8, 22)","(14, 20)",232,0,4,112,112,False
97,0.9,"(8, 22)","(14, 20)",232,0,4,112,112,False
97,1.0,"(8, 22)","(14, 20)",416,0,4,204,204,False
98,0.02,"(8, 23)","(14, 6)",708,1,5,349,349,False
98,0.04,"(8, 23)","(14, 6)",708,1,5,349,349,False
98,0.06,"(8, 23)","(14, 6)",404,1,5,197,197,False
98,0.08,"(8, 23)","(14, 6)",540,1,5,265,265,False
98,0.1,"(8, 23)","(14, 6)",420,1,5,205,205,False
98,0.12,"(8, 23)","(14, 6)",116,1,5,53,53,False
98,0.14,"(8, 23)","(14, 6)",116,1,5,53,53,False
98,0.16,"(8, 23)","(14, 6)",120,1,5,55,55,False
98,0.18,"(8, 23)","(14, 6)",540,1,5,265,265,False
98,0.2,"(8, 23)","(14, 6)",252,1,5,121,121,False
98,0.3,"(8, 23)","(14, 6)",144,1,5,67,67,False
98,0.4,"(8, 23)","(14, 6)",268,1,5,129,129,False
98,0.5,"(8, 23)","(14, 6)",204,1,5,97,97,False
98,0.6,"(8, 23)","(14, 6)",256,1,5,123,123,False
98,0.7,"(8, 23)","(14, 6)",136,1,5,63,63,False
98,0.8,"(8, 23)","(14, 6)",136,1,5,63,63,False
98,0.9,"(8, 23)","(14, 6)",384,1,5,187,187,False
98,1.0,"(8, 23)","(14, 6)",384,1,5,187,187,False
99,0.02,"(8, 20)","(14, 15)",890,0,15,430,430,False
99,0.04,"(8, 20)","(14, 15)",194,0,15,82,82,False
99,0.06,"(8, 20)","(14, 15)",202,0,15,86,86,False
99,0.08,"(8, 20)","(14, 15)",186,0,15,78,78,False
99,0.1,"(8, 20)","(14, 15)",434,0,15,202,202,False
99,0.12,"(8, 20)","(14, 15)",150,0,15,60,60,False
99,0.14,"(8, 20)","(14, 15)",406,0,15,188,188,False
99,0.16,"(8, 20)","(14, 15)",394,0,15,182,182,False
99,0.18,"(8, 20)","(14, 15)",566,0,15,268,268,False
99,0.2,"(8, 20)","(14, 15)",366,0,15,168,168,False
99,0.3,"(8, 20)","(14, 15)",258,0,15,114,114,False
99,0.4,"(8, 20)","(14, 15)",406,0,15,188,188,False
99,0.5,"(8, 20)","(14, 15)",126,0,15,48,48,False
99,0.6,"(8, 20)","(14, 15)",126,0,15,48,48,False
99,0.7,"(8, 20)","(14, 15)",126,0,15,48,48,False
99,0.8,"(8, 20)","(14, 15)",126,0,15,48,48,False
99,0.9,"(8, 20)","(14, 15)",130,0,15,50,50,False
99,1.0,"(8, 20)","(14, 15)",130,0,15,50,50,False
100,0.02,"(8, 26)","(14, 13)",814,0,10,397,397,False
100,0.04,"(8, 26)","(14, 13)",386,0,10,183,183,False
100,0.06,"(8, 26)","(14, 13)",466,0,10,223,223,False
100,0.08,"(8, 26)","(14, 13)",506,0,10,243,243,False
100,0.1,"(8, 26)","(14, 13)",506,0,10,243,243,False
100,0.12,"(8, 26)","(14, 13)",322,0,10,151,151,False
100,0.14,"(8, 26)","(14, 13)",322,0,10,151,151,False
100,0.16,"(8, 26)","(14, 13)",546,0,10,263,263,False
100,0.18,"(8, 26)","(14, 13)",278,0,10,129,129,False
100,0.2,"(8, 26)","(14, 13)",510,0,10,245,245,False
100,0.3,"(8, 26)","(14, 13)",134,0,10,57,57,False
100,0.4,"(8, 26)","(14, 13)",278,0,10,129,129,False
100,0.5,"(8, 26)","(14, 13)",510,0,10,245,245,False
100,0.6,"(8, 26)","(14, 13)",862,0,10,421,421,False
100,0.7,"(8, 26)","(14, 13)",506,0,10,243,243,False
100,0.8,"(8, 26)","(14, 13)",642,0,10,311,311,False
100,0.9,"(8, 26)","(14, 13)",134,0,10,57,57,False
100,1.0,"(8, 26)","(14, 13)",134,0,10,57,57,False
101,0.02,"(8, 20)","(14, 17)",184,3,15,77,77,False
101,0.04,"(8, 20)","(14, 17)",684,3,15,327,327,False
101,0.06,"(8, 20)","(14, 17)",320,3,15,145,145,False
101,0.08,"(8, 20)","(14, 17)",196,3,15,83,83,False
101,0.1,"(8, 20)","(14, 17)",72,3,15,21,21,False
101,0.12,"(8, 20)","(14, 17)",228,3,15,99,99,False
101,0.14,"(8, 20)","(14, 17)",292,3,15,131,131,False
101,0.16,"(8, 20)","(14, 17)",488,3,15,229,229,False
101,0.18,"(8, 20)","(14, 17)",192,3,15,81,81,False
101,0.2,"(8, 20)","(14, 17)",184,3,15,77,77,False
101,0.3,"(8, 20)","(14, 17)",480,3,15,225,225,False
101,0.4,"(8, 20)","(14, 17)",228,3,15,99,99,False
101,0.5,"(8, 20)","(14, 17)",92,3,15,31,31,False
101,0.6,"(8, 20)","(14, 17)",864,3,15,417,417,False
101,0.7,"(8, 20)","(14, 17)",588,3,15,279,279,False
101,0.8,"(8, 20)","(14, 17)",1992,3,15,981,981,False
101,0.9,"(8, 20)","(14, 17)",92,3,15,31,31,False
101,1.0,"(8, 20)","(14, 17)",648,3,15,309,309,False
102,0.02,"(8, 18)","(14, 19)",84,1,12,30,30,False
102,0.04,"(8, 18)","(14, 19)",292,1,12,134,134,False
102,0.06,"(8, 18)","(14, 19)",660,1,12,318,318,False
102,0.08,"(8, 18)","(14, 19)",424,1,12,200,200,False
102,0.1,"(8, 18)","(14, 19)",344,1,12,160,160,False
102,0.12,"(8, 18)","(14, 19)",368,1,12,172,172,False
102,0.14,"(8, 18)","(14, 19)",652,1,12,314,314,False
102,0.16,"(8, 18)","(14, 19)",828,1,12,402,402,False
102,0.18,"(8, 18)","(14, 19)",292,1,12,134,134,False
102,0.2,"(8, 18)","(14, 19)",144,1,12,60,60,False
102,0.3,"(8, 18)","(14, 19)",292,1,12,134,134,False
102,0.4,"(8, 18)","(14, 19)",292,1,12,134,134,False
102,0.5,"(8, 18)","(14, 19)",760,1,12,368,368,False
102,0.6,"(8, 18)","(14, 19)",240,1,12,108,108,False
102,0.7,"(8, 18)","(14, 19)",360,1,12,168,168,False
102,0.8,"(8, 18)","(14, 19)",164,1,12,70,70,False
102,0.9,"(8, 18)","(14, 19)",1612,1,12,794,794,False
102,1.0,"(8, 18)","(14, 19)",888,1,12,432,432,False
103,0.02,"(8, 20)","(14, 21)",70,2,8,27,27,False
103,0.04,"(8, 20)","(14, 21)",418,2,8,201,201,False
103,0.06,"(8, 20)","(14, 21)",230,2,8,107,107,False
103,0.08,"(8, 20)","(14, 21)",210,2,8,97,97,False
103,0.1,"(8, 20)","(14, 21)",230,2,8,107,107,False
103,0.12,"(8, 20)","(14, 21)",242,2,8,113,113,False
103,0.14,"(8, 20)","(14, 21)",142,2,8,63,63,False
103,0.16,"(8, 20)","(14, 21)",142,2,8,63,63,False
103,0.18,"(8, 20)","(14, 21)",146,2,8,65,65,False
103,0.2,"(8, 20)","(14, 21)",146,2,8,65,65,False
103,0.3,"(8, 20)","(14, 21)",50,2,8,17,17,False
103,0.4,"(8, 20)","(14, 21)",50,2,8,17,17,False
103,0.5,"(8, 20)","(14, 21)",50,2,8,17,17,False
103,0.6,"(8, 20)","(14, 21)",250,2,8,117,117,False
103,0.7,"(8, 20)","(14, 21)",166,2,8,75,75,False
103,0.8,"(8, 20)","(14, 21)",322,2,8,153,153,False
103,0.9,"(8, 20)","(14, 21)",154,2,8,69,69,False
103,1.0,"(8, 20)","(14, 21)",2666,2,8,1325,1325,False
104,0.02,"(8, 27)","(14, 15)",444,0,5,217,217,False
104,0.04,"(8, 27)","(14, 15)",128,0,5,59,59,False
104,0.06,"(8, 27)","(14, 15)",160,0,5,75,75,False
104,0.08,"(8, 27)","(14, 15)",320,0,5,155,155,False
104,0.1,"(8, 27)","(14, 15)",320,0,5,155,155,False
104,0.12,"(8, 27)","(14, 15)",220,0,5,105,105,False
104,0.14,"(8, 27)","(14, 15)",192,0,5,91,91,False
104,0.16,"(8, 27)","(14, 15)",192,0,5,91,91,False
104,0.18,"(8, 27)","(14, 15)",192,0,5,91,91,False
104,0.2,"(8, 27)","(14, 15)",192,0,5,91,91,False
104,0.3,"(8, 27)","(14, 15)",352,0,5,171,171,False
104,0.4,"(8, 27)","(14, 15)",320,0,5,155,155,False
104,0.5,"(8, 27)","(14, 15)",236,0,5,113,113,False
104,0.6,"(8, 27)","(14, 15)",120,0,5,55,55,False
104,0.7,"(8, 27)","(14, 15)",220,0,5,105,105,False
104,0.8,"(8, 27)","(14, 15)",220,0,5,105,105,False
104,0.9,"(8, 27)","(14, 15)",4200,0,5,2095,2095,False
104,1.0,"(8, 27)","(14, 15)",264,0,5,127,127,False
105,0.02,"(8, 20)","(14, 14)",426,1,18,195,195,False
105,0.04,"(8, 20)","(14, 14)",258,1,18,111,111,False
105,0.06,"(8, 20)","(14, 14)",230,1,18,97,97,False
105,0.08,"(8, 20)","(14, 14)",426,1,18,195,195,False
105,0.1,"(8, 20)","(14, 14)",214,1,18,89,89,False
105,0.12,"(8, 20)","(14, 14)",174,1,18,69,69,False
105,0.14,"(8, 20)","(14, 14)",250,1,18,107,107,False
105,0.16,"(8, 20)","(14, 14)",342,1,18,153,153,False
105,0.18,"(8, 20)","(14, 14)",50,1,18,7,7,False
105,0.2,"(8, 20)","(14, 14)",50,1,18,7,7,False
105,0.3,"(8, 20)","(14, 14)",50,1,18,7,7,False
105,0.4,"(8, 20)","(14, 14)",50,1,18,7,7,False
105,0.5,"(8, 20)","(14, 14)",70,1,18,17,17,False
105,0.6,"(8, 20)","(14, 14)",58,1,18,11,11,False
105,0.7,"(8, 20)","(14, 14)",58,1,18,11,11,False
105,0.8,"(8, 20)","(14, 14)",58,1,18,11,11,False
105,0.9,"(8, 20)","(14, 14)",50,1,18,7,7,False
105,1.0,"(8, 20)","(14, 14)",50,1,18,7,7,False
106,0.02,"(8, 18)","(14, 11)",1598,2,7,792,792,False
106,0.04,"(8, 18)","(14, 11)",82,2,7,34,34,False
106,0.06,"(8, 18)","(14, 11)",138,2,7,62,62,False
106,0.08,"(8, 18)","(14, 11)",114,2,7,50,50,False
106,0.1,"(8, 18)","(14, 11)",114,2,7,50,50,False
106,0.12,"(8, 18)","(14, 11)",342,2,7,164,164,False
106,0.14,"(8, 18)","(14, 11)",138,2,7,62,62,False
106,0.16,"(8, 18)","(14, 11)",134,2,7,60,60,False
106,0.18,"(8, 18)","(14, 11)",334,2,7,160,160,False
106,0.2,"(8, 18)","(14, 11)",338,2,7,162,162,False
106,0.3,"(8, 18)","(14, 11)",134,2,7,60,60,False
106,0.4,"(8, 18)","(14, 11)",310,2,7,148,148,False
106,0.5,"(8, 18)","(14, 11)",74,2,7,30,30,False
106,0.6,"(8, 18)","(14, 11)",74,2,7,30,30,False
106,0.7,"(8, 18)","(14, 11)",138,2,7,62,62,False
106,0.8,"(8, 18)","(14, 11)",706,2,7,346,346,False
106,0.9,"(8, 18)","(14, 11)",218,2,7,102,102,False
106,1.0,"(8, 18)","(14, 11)",5854,2,7,2920,2920,False
107,0.02,"(8, 23)","(14, 20)",1084,1,4,538,538,False
107,0.04,"(8, 23)","(14, 20)",452,1,4,222,222,False
107,0.06,"(8, 23)","(14, 20)",372,1,4,182,182,False
107,0.08,"(8, 23)","(14, 20)",144,1,4,68,68,False
107,0.1,"(8, 23)","(14, 20)",208,1,4,100,100,False
107,0.12,"(8, 23)","(14, 20)",496,1,4,244,244,False
107,0.14,"(8, 23)","(14, 20)",736,1,4,364,364,False
107,0.16,"(8, 23)","(14, 20)",232,1,4,112,112,False
107,0.18,"(8, 23)","(14, 20)",64,1,4,28,28,False
107,0.2,"(8, 23)","(14, 20)",64,1,4,28,28,False
107,0.3,"(8, 23)","(14, 20)",416,1,4,204,204,False
107,0.4,"(8, 23)","(14, 20)",388,1,4,190,190,False
107,0.5,"(8, 23)","(14, 20)",396,1,4,194,194,False
107,0.6,"(8, 23)","(14, 20)",152,1,4,72,72,False
107,0.7,"(8, 23)","(14, 20)",152,1,4,72,72,False
107,0.8,"(8, 23)","(14, 20)",624,1,4,308,308,False
107,0.9,"(8, 23)","(14, 20)",160,1,4,76,76,False
107,1.0,"(8, 23)","(14, 20)",160,1,4,76,76,False
108,0.02,"(8, 19)","(14, 18)",952,1,15,461,461,False
108,0.04,"(8, 19)","(14, 18)",344,1,15,157,157,False
108,0.06,"(8, 19)","(14, 18)",100,1,15,35,35,False
108,0.08,"(8, 19)","(14, 18)",396,1,15,183,183,False
108,0.1,"(8, 19)","(14, 18)",100,1,15,35,35,False
108,0.12,"(8, 19)","(14, 18)",320,1,15,145,145,False
108,0.14,"(8, 19)","(14, 18)",308,1,15,139,139,False
108,0.16,"(8, 19)","(14, 18)",140,1,15,55,55,False
108,0.18,"(8, 19)","(14, 18)",232,1,15,101,101,False
108,0.2,"(8, 19)","(14, 18)",104,1,15,37,37,False
108,0.3,"(8, 19)","(14, 18)",1212,1,15,591,591,False
108,0.4,"(8, 19)","(14, 18)",140,1,15,55,55,False
108,0.5,"(8, 19)","(14, 18)",444,1,15,207,207,False
108,0.6,"(8, 19)","(14, 18)",1736,1,15,853,853,False
108,0.7,"(8, 19)","(14, 18)",132,1,15,51,51,False
108,0.8,"(8, 19)","(14, 18)",296,1,15,133,133,False
108,0.9,"(8, 19)","(14, 18)",660,1,15,315,315,False
108,1.0,"(8, 19)","(14, 18)",404,1,15,187,187,False
109,0.02,"(8, 15)","(14, 18)",1654,0,3,824,824,False
109,0.04,"(8, 15)","(14, 18)",894,0,3,444,444,False
109,0.06,"(8, 15)","(14, 18)",478,0,3,236,236,False
109,0.08,"(8, 15)","(14, 18)",110,0,3,52,52,False
109,0.1,"(8, 15)","(14, 18)",550,0,3,272,272,False
109,0.12,"(8, 15)","(14, 18)",342,0,3,168,168,False
109,0.14,"(8, 15)","(14, 18)",178,0,3,86,86,False
109,0.16,"(8, 15)","(14, 18)",450,0,3,222,222,False
109,0.18,"(8, 15)","(14, 18)",178,0,3,86,86,False
109,0.2,"(8, 15)","(14, 18)",102,0,3,48,48,False
109,0.3,"(8, 15)","(14, 18)",282,0,3,138,138,False
109,0.4,"(8, 15)","(14, 18)",442,0,3,218,218,False
109,0.5,"(8, 15)","(14, 18)",294,0,3,144,144,False
109,0.6,"(8, 15)","(14, 18)",430,0,3,212,212,False
109,0.7,"(8, 15)","(14, 18)",1138,0,3,566,566,False
109,0.8,"(8, 15)","(14, 18)",918,0,3,456,456,False
109,0.9,"(8, 15)","(14, 18)",458,0,3,226,226,False
109,1.0,"(8, 15)","(14, 18)",458,0,3,226,226,False
110,0.02,"(9, 3)","(14, 27)",414,2,9,198,198,False
110,0.04,"(9, 3)","(14, 27)",318,2,9,150,150,False
110,0.06,"(9, 3)","(14, 27)",118,2,9,50,50,False
110,0.08,"(9, 3)","(14, 27)",158,2,9,70,70,False
110,0.1,"(9, 3)","(14, 27)",146,2,9,64,64,False
110,0.12,"(9, 3)","(14, 27)",498,2,9,240,240,False
110,0.14,"(9, 3)","(14, 27)",146,2,9,64,64,False
110,0.16,"(9, 3)","(14, 27)",166,2,9,74,74,False
110,0.18,"(9, 3)","(14, 27)",238,2,9,110,110,False
110,0.2,"(9, 3)","(14, 27)",454,2,9,218,218,False
110,0.3,"(9, 3)","(14, 27)",146,2,9,64,64,False
110,0.4,"(9, 3)","(14, 27)",366,2,9,174,174,False
110,0.5,"(9, 3)","(14, 27)",618,2,9,300,300,False
110,0.6,"(9, 3)","(14, 27)",294,2,9,138,138,False
110,0.7,"(9, 3)","(14, 27)",1050,2,9,516,516,False
110,0.8,"(9, 3)","(14, 27)",446,2,9,214,214,False
110,0.9,"(9, 3)","(14, 27)",834,2,9,408,408,False
110,1.0,"(9, 3)","(14, 27)",834,2,9,408,408,False
111,0.02,"(8, 14)","(14, 2)",446,1,10,213,213,False
111,0.04,"(8, 14)","(14, 2)",338,1,10,159,159,False
111,0.06,"(8, 14)","(14, 2)",346,1,10,163,163,False
111,0.08,"(8, 14)","(14, 2)",546,1,10,263,263,False
111,0.1,"(8, 14)","(14, 2)",550,1,10,265,265,False
111,0.12,"(8, 14)","(14, 2)",238,1,10,109,109,False
111,0.14,"(8, 14)","(14, 2)",238,1,10,109,109,False
111,0.16,"(8, 14)","(14, 2)",306,1,10,143,143,False
111,0.18,"(8, 14)","(14, 2)",286,1,10,133,133,False
111,0.2,"(8, 14)","(14, 2)",346,1,10,163,163,False
111,0.3,"(8, 14)","(14, 2)",242,1,10,111,111,False
111,0.4,"(8, 14)","(14, 2)",478,1,10,229,229,False
111,0.5,"(8, 14)","(14, 2)",570,1,10,275,275,False
111,0.6,"(8, 14)","(14, 2)",558,1,10,269,269,False
111,0.7,"(8, 14)","(14, 2)",570,1,10,275,275,False
111,0.8,"(8, 14)","(14, 2)",374,1,10,177,177,False
111,0.9,"(8, 14)","(14, 2)",426,1,10,203,203,False
111,1.0,"(8, 14)","(14, 2)",402,1,10,191,191,False
112,0.02,"(8, 23)","(14, 21)",796,2,8,390,390,False
112,0.04,"(8, 23)","(14, 21)",716,2,8,350,350,False
112,0.06,"(8, 23)","(14, 21)",272,2,8,128,128,False
112,0.08,"(8, 23)","(14, 21)",436,2,8,210,210,False
112,0.1,"(8, 23)","(14, 21)",280,2,8,132,132,False
112,0.12,"(8, 23)","(14, 21)",128,2,8,56,56,False
112,0.14,"(8, 23)","(14, 21)",408,2,8,196,196,False
112,0.16,"(8, 23)","(14, 21)",128,2,8,56,56,False
112,0.18,"(8, 23)","(14, 21)",152,2,8,68,68,False
112,0.2,"(8, 23)","(14, 21)",468,2,8,226,226,False
112,0.3,"(8, 23)","(14, 21)",200,2,8,92,92,False
112,0.4,"(8, 23)","(14, 21)",152,2,8,68,68,False
112,0.5,"(8, 23)","(14, 21)",652,2,8,318,318,False
112,0.6,"(8, 23)","(14, 21)",892,2,8,438,438,False
112,0.7,"(8, 23)","(14, 21)",312,2,8,148,148,False
112,0.8,"(8, 23)","(14, 21)",1400,2,8,692,692,False
112,0.9,"(8, 23)","(14, 21)",320,2,8,152,152,False
112,1.0,"(8, 23)","(14, 21)",1064,2,8,524,524,False
113,0.02,"(8, 23)","(14, 19)",70,1,5,30,30,False
