Ship,Alpha,Initial_Bot_Position,Rat_Position,Baseline_Total,Baseline_Attempt_Count,Baseline_Blocked_Sensing,Baseline_Rat_Chase_Count,Baseline_Ping_Count,Rat_Not_Caught
136,0.16,"(9, 1)","(14, 19)",66,2,7,26,26,False
136,0.18,"(9, 1)","(14, 19)",374,2,7,180,180,False
136,0.2,"(9, 1)","(14, 19)",62,2,7,24,24,False
136,0.3,"(9, 1)","(14, 19)",194,2,7,90,90,False
136,0.4,"(9, 1)","(14, 19)",318,2,7,152,152,False
136,0.5,"(9, 1)","(14, 19)",70,2,7,28,28,False
136,0.6,"(9, 1)","(14, 19)",70,2,7,28,28,False
136,0.7,"(9, 1)","(14, 19)",114,2,7,50,50,False
136,0.8,"(9, 1)","(14, 19)",354,2,7,170,170,False
136,0.9,"(9, 1)","(14, 19)",1050,2,7,518,518,False
136,1.0,"(9, 1)","(14, 19)",4622,2,7,2304,2304,False
137,0.02,"(8, 26)","(14, 16)",66,1,5,28,28,False
137,0.04,"(8, 26)","(14, 16)",354,1,5,172,172,False
137,0.06,"(8, 26)","(14, 16)",446,1,5,218,218,False
137,0.08,"(8, 26)","(14, 16)",846,1,5,418,418,False
137,0.1,"(8, 26)","(14, 16)",354,1,5,172,172,False
137,0.12,"(8, 26)","(14, 16)",206,1,5,98,98,False
137,0.14,"(8, 26)","(14, 16)",350,1,5,170,170,False
137,0.16,"(8, 26)","(14, 16)",106,1,5,48,48,False
137,0.18,"(8, 26)","(14, 16)",354,1,5,172,172,False
137,0.2,"(8, 26)","(14, 16)",350,1,5,170,170,False
137,0.3,"(8, 26)","(14, 16)",82,1,5,36,36,False
137,0.4,"(8, 26)","(14, 16)",58,1,5,24,24,False
137,0.5,"(8, 26)","(14, 16)",358,1,5,174,174,False
137,0.6,"(8, 26)","(14, 16)",342,1,5,166,166,False
137,0.7,"(8, 26)","(14, 16)",610,1,5,300,300,False
137,0.8,"(8, 26)","(14, 16)",7266,1,5,3628,3628,False
137,0.9,"(8, 26)","(14, 16)",114,1,5,52,52,False
137,1.0,"(8, 26)","(14, 16)",10354,1,5,5172,5172,False
138,0.02,"(9, 5)","(14, 26)",102,1,6,45,45,False
138,0.04,"(9, 5)","(14, 26)",178,1,6,83,83,False
138,0.06,"(9, 5)","(14, 26)",182,1,6,85,85,False
138,0.08,"(9, 5)","(14, 26)",310,1,6,149,149,False
138,0.1,"(9, 5)","(14, 26)",186,1,6,87,87,False
138,0.12,"(9, 5)","(14, 26)",366,1,6,177,177,False
138,0.14,"(9, 5)","(14, 26)",186,1,6,87,87,False
138,0.16,"(9, 5)","(14, 26)",278,1,6,133,133,False
138,0.18,"(9, 5)","(14, 26)",1118,1,6,553,553,False
138,0.2,"(9, 5)","(14, 26)",178,1,6,83,83,False
138,0.3,"(9, 5)","(14, 26)",574,1,6,281,281,False
138,0.4,"(9, 5)","(14, 26)",270,1,6,129,129,False
138,0.5,"(9, 5)","(14, 26)",330,1,6,159,159,False
138,0.6,"(9, 5)","(14, 26)",350,1,6,169,169,False
138,0.7,"(9, 5)","(14, 26)",246,1,6,117,117,False
138,0.8,"(9, 5)","(14, 26)",110,1,6,49,49,False
138,0.9,"(9, 5)","(14, 26)",170,1,6,79,79,False
138,1.0,"(9, 5)","(14, 26)",190,1,6,89,89,False
139,0.02,"(9, 1)","(14, 17)",1642,2,11,810,810,False
139,0.04,"(9, 1)","(14, 17)",258,2,11,118,118,False
139,0.06,"(9, 1)","(14, 17)",742,2,11,360,360,False
139,0.08,"(9, 1)","(14, 17)",130,2,11,54,54,False
139,0.1,"(9, 1)","(14, 17)",322,2,11,150,150,False
139,0.12,"(9, 1)","(14, 17)",242,2,11,110,110,False
139,0.14,"(9, 1)","(14, 17)",270,2,11,124,124,False
139,0.16,"(9, 1)","(14, 17)",134,2,11,56,56,False
139,0.18,"(9, 1)","(14, 17)",246,2,11,112,112,False
139,0.2,"(9, 1)","(14, 17)",106,2,11,42,42,False
139,0.3,"(9, 1)","(14, 17)",106,2,11,42,42,False
139,0.4,"(9, 1)","(14, 17)",106,2,11,42,42,False
139,0.5,"(9, 1)","(14, 17)",106,2,11,42,42,False
139,0.6,"(9, 1)","(14, 17)",106,2,11,42,42,False
139,0.7,"(9, 1)","(14, 17)",286,2,11,132,132,False
139,0.8,"(9, 1)","(14, 17)",154,2,11,66,66,False
139,0.9,"(9, 1)","(14, 17)",138,2,11,58,58,False
139,1.0,"(9, 1)","(14, 17)",106,2,11,42,42,False
140,0.02,"(8, 27)","(14, 23)",90,3,9,36,36,False
140,0.04,"(8, 27)","(14, 23)",154,3,9,68,68,False
140,0.06,"(8, 27)","(14, 23)",154,3,9,68,68,False
140,0.08,"(8, 27)","(14, 23)",282,3,9,132,132,False
140,0.1,"(8, 27)","(14, 23)",186,3,9,84,84,False
140,0.12,"(8, 27)","(14, 23)",154,3,9,68,68,False
140,0.14,"(8, 27)","(14, 23)",58,3,9,20,20,False
140,0.16,"(8, 27)","(14, 23)",58,3,9,20,20,False
140,0.18,"(8, 27)","(14, 23)",58,3,9,20,20,False
140,0.2,"(8, 27)","(14, 23)",58,3,9,20,20,False
140,0.3,"(8, 27)","(14, 23)",414,3,9,198,198,False
140,0.4,"(8, 27)","(14, 23)",150,3,9,66,66,False
140,0.5,"(8, 27)","(14, 23)",150,3,9,66,66,False
140,0.6,"(8, 27)","(14, 23)",314,3,9,148,148,False
140,0.7,"(8, 27)","(14, 23)",478,3,9,230,230,False
140,0.8,"(8, 27)","(14, 23)",1142,3,9,562,562,False
140,0.9,"(8, 27)","(14, 23)",842,3,9,412,412,False
140,1.0,"(8, 27)","(14, 23)",802,3,9,392,392,False
141,0.02,"(8, 22)","(14, 20)",124,4,8,54,54,False
141,0.04,"(8, 22)","(14, 20)",104,4,8,44,44,False
141,0.06,"(8, 22)","(14, 20)",208,4,8,96,96,False
141,0.08,"(8, 22)","(14, 20)",532,4,8,258,258,False
141,0.1,"(8, 22)","(14, 20)",96,4,8,40,40,False
141,0.12,"(8, 22)","(14, 20)",60,4,8,22,22,False
141,0.14,"(8, 22)","(14, 20)",312,4,8,148,148,False
141,0.16,"(8, 22)","(14, 20)",268,4,8,126,126,False
141,0.18,"(8, 22)","(14, 20)",264,4,8,124,124,False
141,0.2,"(8, 22)","(14, 20)",120,4,8,52,52,False
141,0.3,"(8, 22)","(14, 20)",208,4,8,96,96,False
141,0.4,"(8, 22)","(14, 20)",468,4,8,226,226,False
141,0.5,"(8, 22)","(14, 20)",204,4,8,94,94,False
141,0.6,"(8, 22)","(14, 20)",316,4,8,150,150,False
141,0.7,"(8, 22)","(14, 20)",160,4,8,72,72,False
141,0.8,"(8, 22)","(14, 20)",160,4,8,72,72,False
141,0.9,"(8, 22)","(14, 20)",160,4,8,72,72,False
141,1.0,"(8, 22)","(14, 20)",1232,4,8,608,608,False
142,0.02,"(8, 27)","(14, 20)",566,2,10,273,273,False
142,0.04,"(8, 27)","(14, 20)",214,2,10,97,97,False
142,0.06,"(8, 27)","(14, 20)",450,2,10,215,215,False
142,0.08,"(8, 27)","(14, 20)",286,2,10,133,133,False
142,0.1,"(8, 27)","(14, 20)",162,2,10,71,71,False
142,0.12,"(8, 27)","(14, 20)",158,2,10,69,69,False
142,0.14,"(8, 27)","(14, 20)",374,2,10,177,177,False
142,0.16,"(8, 27)","(14, 20)",246,2,10,113,113,False
142,0.18,"(8, 27)","(14, 20)",186,2,10,83,83,False
142,0.2,"(8, 27)","(14, 20)",542,2,10,261,261,False
142,0.3,"(8, 27)","(14, 20)",138,2,10,59,59,False
142,0.4,"(8, 27)","(14, 20)",250,2,10,115,115,False
142,0.5,"(8, 27)","(14, 20)",438,2,10,209,209,False
142,0.6,"(8, 27)","(14, 20)",138,2,10,59,59,False
142,0.7,"(8, 27)","(14, 20)",1042,2,10,511,511,False
142,0.8,"(8, 27)","(14, 20)",1046,2,10,513,513,False
142,0.9,"(8, 27)","(14, 20)",162,2,10,71,71,False
142,1.0,"(8, 27)","(14, 20)",1230,2,10,605,605,False
143,0.02,"(9, 9)","(14, 15)",564,1,11,271,271,False
143,0.04,"(9, 9)","(14, 15)",156,1,11,67,67,False
143,0.06,"(9, 9)","(14, 15)",1320,1,11,649,649,False
143,0.08,"(9, 9)","(14, 15)",404,1,11,191,191,False
143,0.1,"(9, 9)","(14, 15)",652,1,11,315,315,False
143,0.12,"(9, 9)","(14, 15)",380,1,11,179,179,False
143,0.14,"(9, 9)","(14, 15)",532,1,11,255,255,False
143,0.16,"(9, 9)","(14, 15)",608,1,11,293,293,False
143,0.18,"(9, 9)","(14, 15)",120,1,11,49,49,False
143,0.2,"(9, 9)","(14, 15)",116,1,11,47,47,False
143,0.3,"(9, 9)","(14, 15)",1272,1,11,625,625,False
143,0.4,"(9, 9)","(14, 15)",160,1,11,69,69,False
143,0.5,"(9, 9)","(14, 15)",136,1,11,57,57,False
143,0.6,"(9, 9)","(14, 15)",764,1,11,371,371,False
143,0.7,"(9, 9)","(14, 15)",208,1,11,93,93,False
143,0.8,"(9, 9)","(14, 15)",1540,1,11,759,759,False
143,0.9,"(9, 9)","(14, 15)",976,1,11,477,477,False
143,1.0,"(9, 9)","(14, 15)",6116,1,11,3047,3047,False
144,0.02,"(9, 2)","(15, 6)",432,2,19,197,197,False
144,0.04,"(9, 2)","(15, 6)",880,2,19,421,421,False
144,0.06,"(9, 2)","(15, 6)",152,2,19,57,57,False
144,0.08,"(9, 2)","(15, 6)",368,2,19,165,165,False
144,0.1,"(9, 2)","(15, 6)",76,2,19,19,19,False
144,0.12,"(9, 2)","(15, 6)",112,2,19,37,37,False
144,0.14,"(9, 2)","(15, 6)",88,2,19,25,25,False
144,0.16,"(9, 2)","(15, 6)",68,2,19,15,15,False
144,0.18,"(9, 2)","(15, 6)",140,2,19,51,51,False
144,0.2,"(9, 2)","(15, 6)",64,2,19,13,13,False
144,0.3,"(9, 2)","(15, 6)",104,2,19,33,33,False
144,0.4,"(9, 2)","(15, 6)",140,2,19,51,51,False
144,0.5,"(9, 2)","(15, 6)",132,2,19,47,47,False
144,0.6,"(9, 2)","(15, 6)",348,2,19,155,155,False
144,0.7,"(9, 2)","(15, 6)",132,2,19,47,47,False
144,0.8,"(9, 2)","(15, 6)",232,2,19,97,97,False
144,0.9,"(9, 2)","(15, 6)",116,2,19,39,39,False
144,1.0,"(9, 2)","(15, 6)",116,2,19,39,39,False
145,0.02,"(8, 13)","(13, 26)",254,1,10,117,117,False
145,0.04,"(8, 13)","(13, 26)",278,1,10,129,129,False
145,0.06,"(8, 13)","(13, 26)",290,1,10,135,135,False
145,0.08,"(8, 13)","(13, 26)",82,1,10,31,31,False
145,0.1,"(8, 13)","(13, 26)",138,1,10,59,59,False
145,0.12,"(8, 13)","(13, 26)",706,1,10,343,343,False
145,0.14,"(8, 13)","(13, 26)",254,1,10,117,117,False
145,0.16,"(8, 13)","(13, 26)",58,1,10,19,19,False
145,0.18,"(8, 13)","(13, 26)",58,1,10,19,19,False
145,0.2,"(8, 13)","(13, 26)",58,1,10,19,19,False
145,0.3,"(8, 13)","(13, 26)",110,1,10,45,45,False
145,0.4,"(8, 13)","(13, 26)",158,1,10,69,69,False
145,0.5,"(8, 13)","(13, 26)",142,1,10,61,61,False
145,0.6,"(8, 13)","(13, 26)",146,1,10,63,63,False
145,0.7,"(8, 13)","(13, 26)",158,1,10,69,69,False
145,0.8,"(8, 13)","(13, 26)",514,1,10,247,247,False
145,0.9,"(8, 13)","(13, 26)",350,1,10,165,165,False
145,1.0,"(8, 13)","(13, 26)",258,1,10,119,119,False
146,0.02,"(8, 9)","(14, 2)",182,2,13,78,78,False
146,0.04,"(8, 9)","(14, 2)",182,2,13,78,78,False
146,0.06,"(8, 9)","(14, 2)",466,2,13,220,220,False
146,0.08,"(8, 9)","(14, 2)",250,2,13,112,112,False
146,0.1,"(8, 9)","(14, 2)",134,2,13,54,54,False
146,0.12,"(8, 9)","(14, 2)",538,2,13,256,256,False
146,0.14,"(8, 9)","(14, 2)",370,2,13,172,172,False
146,0.16,"(8, 9)","(14, 2)",514,2,13,244,244,False
146,0.18,"(8, 9)","(14, 2)",254,2,13,114,114,False
146,0.2,"(8, 9)","(14, 2)",290,2,13,132,132,False
146,0.3,"(8, 9)","(14, 2)",158,2,13,66,66,False
146,0.4,"(8, 9)","(14, 2)",298,2,13,136,136,False
146,0.5,"(8, 9)","(14, 2)",502,2,13,238,238,False
146,0.6,"(8, 9)","(14, 2)",322,2,13,148,148,False
146,0.7,"(8, 9)","(14, 2)",338,2,13,156,156,False
146,0.8,"(8, 9)","(14, 2)",398,2,13,186,186,False
146,0.9,"(8, 9)","(14, 2)",2450,2,13,1212,1212,False
146,1.0,"(8, 9)","(14, 2)",1506,2,13,740,740,False
147,0.02,"(8, 25)","(14, 21)",228,2,10,104,104,False
147,0.04,"(8, 25)","(14, 21)",172,2,10,76,76,False
147,0.06,"(8, 25)","(14, 21)",216,2,10,98,98,False
147,0.08,"(8, 25)","(14, 21)",372,2,10,176,176,False
147,0.1,"(8, 25)","(14, 21)",240,2,10,110,110,False
147,0.12,"(8, 25)","(14, 21)",180,2,10,80,80,False
147,0.14,"(8, 25)","(14, 21)",240,2,10,110,110,False
147,0.16,"(8, 25)","(14, 21)",228,2,10,104,104,False
147,0.18,"(8, 25)","(14, 21)",228,2,10,104,104,False
147,0.2,"(8, 25)","(14, 21)",184,2,10,82,82,False
147,0.3,"(8, 25)","(14, 21)",132,2,10,56,56,False
147,0.4,"(8, 25)","(14, 21)",76,2,10,28,28,False
147,0.5,"(8, 25)","(14, 21)",76,2,10,28,28,False
147,0.6,"(8, 25)","(14, 21)",424,2,10,202,202,False
147,0.7,"(8, 25)","(14, 21)",316,2,10,148,148,False
147,0.8,"(8, 25)","(14, 21)",412,2,10,196,196,False
147,0.9,"(8, 25)","(14, 21)",216,2,10,98,98,False
147,1.0,"(8, 25)","(14, 21)",216,2,10,98,98,False
148,0.02,"(8, 12)","(14, 4)",642,1,7,314,314,False
148,0.04,"(8, 12)","(14, 4)",166,1,7,76,76,False
148,0.06,"(8, 12)","(14, 4)",594,1,7,290,290,False
148,0.08,"(8, 12)","(14, 4)",178,1,7,82,82,False
148,0.1,"(8, 12)","(14, 4)",906,1,7,446,446,False
148,0.12,"(8, 12)","(14, 4)",346,1,7,166,166,False
148,0.14,"(8, 12)","(14, 4)",370,1,7,178,178,False
148,0.16,"(8, 12)","(14, 4)",358,1,7,172,172,False
148,0.18,"(8, 12)","(14, 4)",138,1,7,62,62,False
148,0.2,"(8, 12)","(14, 4)",138,1,7,62,62,False
148,0.3,"(8, 12)","(14, 4)",630,1,7,308,308,False
148,0.4,"(8, 12)","(14, 4)",370,1,7,178,178,False
148,0.5,"(8, 12)","(14, 4)",362,1,7,174,174,False
148,0.6,"(8, 12)","(14, 4)",314,1,7,150,150,False
148,0.7,"(8, 12)","(14, 4)",478,1,7,232,232,False
148,0.8,"(8, 12)","(14, 4)",434,1,7,210,210,False
148,0.9,"(8, 12)","(14, 4)",398,1,7,192,192,False
148,1.0,"(8, 12)","(14, 4)",866,1,7,426,426,False
149,0.02,"(8, 25)","(14, 15)",122,1,5,56,56,False
149,0.04,"(8, 25)","(14, 15)",462,1,5,226,226,False
149,0.06,"(8, 25)","(14, 15)",154,1,5,72,72,False
149,0.08,"(8, 25)","(14, 15)",142,1,5,66,66,False
149,0.1,"(8, 25)","(14, 15)",94,1,5,42,42,False
149,0.12,"(8, 25)","(14, 15)",94,1,5,42,42,False
149,0.14,"(8, 25)","(14, 15)",94,1,5,42,42,False
149,0.16,"(8, 25)","(14, 15)",102,1,5,46,46,False
149,0.18,"(8, 25)","(14, 15)",478,1,5,234,234,False
149,0.2,"(8, 25)","(14, 15)",122,1,5,56,56,False
149,0.3,"(8, 25)","(14, 15)",142,1,5,66,66,False
149,0.4,"(8, 25)","(14, 15)",102,1,5,46,46,False
149,0.5,"(8, 25)","(14, 15)",94,1,5,42,42,False
149,0.6,"(8, 25)","(14, 15)",98,1,5,44,44,False
149,0.7,"(8, 25)","(14, 15)",122,1,5,56,56,False
149,0.8,"(8, 25)","(14, 15)",170,1,5,80,80,False
149,0.9,"(8, 25)","(14, 15)",62,1,5,26,26,False
149,1.0,"(8, 25)","(14, 15)",62,1,5,26,26,False
150,0.02,"(9, 1)","(14, 25)",108,1,5,49,49,False
150,0.04,"(9, 1)","(14, 25)",148,1,5,69,69,False
150,0.06,"(9, 1)","(14, 25)",188,1,5,89,89,False
150,0.08,"(9, 1)","(14, 25)",108,1,5,49,49,False
150,0.1,"(9, 1)","(14, 25)",76,1,5,33,33,False
150,0.12,"(9, 1)","(14, 25)",76,1,5,33,33,False
150,0.14,"(9, 1)","(14, 25)",80,1,5,35,35,False
150,0.16,"(9, 1)","(14, 25)",80,1,5,35,35,False
150,0.18,"(9, 1)","(14, 25)",76,1,5,33,33,False
150,0.2,"(9, 1)","(14, 25)",76,1,5,33,33,False
150,0.3,"(9, 1)","(14, 25)",76,1,5,33,33,False
150,0.4,"(9, 1)","(14, 25)",124,1,5,57,57,False
150,0.5,"(9, 1)","(14, 25)",124,1,5,57,57,False
150,0.6,"(9, 1)","(14, 25)",124,1,5,57,57,False
150,0.7,"(9, 1)","(14, 25)",124,1,5,57,57,False
150,0.8,"(9, 1)","(14, 25)",124,1,5,57,57,False
150,0.9,"(9, 1)","(14, 25)",724,1,5,357,357,False
150,1.0,"(9, 1)","(14, 25)",280,1,5,135,135,False
151,0.02,"(8, 24)","(14, 15)",498,0,5,244,244,False
151,0.04,"(8, 24)","(14, 15)",382,0,5,186,186,False
151,0.06,"(8, 24)","(14, 15)",354,0,5,172,172,False
151,0.08,"(8, 24)","(14, 15)",550,0,5,270,270,False
151,0.1,"(8, 24)","(14, 15)",58,0,5,24,24,False
151,0.12,"(8, 24)","(14, 15)",58,0,5,24,24,False
151,0.14,"(8, 24)","(14, 15)",190,0,5,90,90,False
151,0.16,"(8, 24)","(14, 15)",106,0,5,48,48,False
151,0.18,"(8, 24)","(14, 15)",106,0,5,48,48,False
151,0.2,"(8, 24)","(14, 15)",234,0,5,112,112,False
151,0.3,"(8, 24)","(14, 15)",298,0,5,144,144,False
151,0.4,"(8, 24)","(14, 15)",90,0,5,40,40,False
151,0.5,"(8, 24)","(14, 15)",558,0,5,274,274,False
151,0.6,"(8, 24)","(14, 15)",374,0,5,182,182,False
151,0.7,"(8, 24)","(14, 15)",298,0,5,144,144,False
151,0.8,"(8, 24)","(14, 15)",270,0,5,130,130,False
151,0.9,"(8, 24)","(14, 15)",402,0,5,196,196,False
151,1.0,"(8, 24)","(14, 15)",406,0,5,198,198,False
152,0.02,"(8, 16)","(14, 9)",298,2,9,140,140,False
152,0.04,"(8, 16)","(14, 9)",182,2,9,82,82,False
152,0.06,"(8, 16)","(14, 9)",494,2,9,238,238,False
152,0.08,"(8, 16)","(14, 9)",306,2,9,144,144,False
152,0.1,"(8, 16)","(14, 9)",70,2,9,26,26,False
152,0.12,"(8, 16)","(14, 9)",70,2,9,26,26,False
152,0.14,"(8, 16)","(14, 9)",70,2,9,26,26,False
152,0.16,"(8, 16)","(14, 9)",50,2,9,16,16,False
152,0.18,"(8, 16)","(14, 9)",50,2,9,16,16,False
152,0.2,"(8, 16)","(14, 9)",50,2,9,16,16,False
152,0.3,"(8, 16)","(14, 9)",50,2,9,16,16,False
152,0.4,"(8, 16)","(14, 9)",70,2,9,26,26,False
152,0.5,"(8, 16)","(14, 9)",70,2,9,26,26,False
152,0.6,"(8, 16)","(14, 9)",406,2,9,194,194,False
152,0.7,"(8, 16)","(14, 9)",482,2,9,232,232,False
152,0.8,"(8, 16)","(14, 9)",382,2,9,182,182,False
152,0.9,"(8, 16)","(14, 9)",482,2,9,232,232,False
152,1.0,"(8, 16)","(14, 9)",11342,2,9,5662,5662,False
153,0.02,"(9, 7)","(14, 19)",748,1,18,356,356,False
153,0.04,"(9, 7)","(14, 19)",1200,1,18,582,582,False
153,0.06,"(9, 7)","(14, 19)",252,1,18,108,108,False
153,0.08,"(9, 7)","(14, 19)",240,1,18,102,102,False
153,0.1,"(9, 7)","(14, 19)",240,1,18,102,102,False
153,0.12,"(9, 7)","(14, 19)",284,1,18,124,124,False
153,0.14,"(9, 7)","(14, 19)",120,1,18,42,42,False
153,0.16,"(9, 7)","(14, 19)",284,1,18,124,124,False
153,0.18,"(9, 7)","(14, 19)",708,1,18,336,336,False
153,0.2,"(9, 7)","(14, 19)",312,1,18,138,138,False
153,0.3,"(9, 7)","(14, 19)",120,1,18,42,42,False
153,0.4,"(9, 7)","(14, 19)",564,1,18,264,264,False
153,0.5,"(9, 7)","(14, 19)",140,1,18,52,52,False
153,0.6,"(9, 7)","(14, 19)",144,1,18,54,54,False
153,0.7,"(9, 7)","(14, 19)",140,1,18,52,52,False
153,0.8,"(9, 7)","(14, 19)",840,1,18,402,402,False
153,0.9,"(9, 7)","(14, 19)",1012,1,18,488,488,False
153,1.0,"(9, 7)","(14, 19)",252,1,18,108,108,False
154,0.02,"(8, 11)","(14, 12)",424,1,6,206,206,False
154,0.04,"(8, 11)","(14, 12)",364,1,6,176,176,False
154,0.06,"(8, 11)","(14, 12)",88,1,6,38,38,False
154,0.08,"(8, 11)","(14, 12)",92,1,6,40,40,False
154,0.1,"(8, 11)","(14, 12)",44,1,6,16,16,False
154,0.12,"(8, 11)","(14, 12)",84,1,6,36,36,False
154,0.14,"(8, 11)","(14, 12)",240,1,6,114,114,False
154,0.16,"(8, 11)","(14, 12)",128,1,6,58,58,False
154,0.18,"(8, 11)","(14, 12)",296,1,6,142,142,False
154,0.2,"(8, 11)","(14, 12)",84,1,6,36,36,False
154,0.3,"(8, 11)","(14, 12)",304,1,6,146,146,False
154,0.4,"(8, 11)","(14, 12)",496,1,6,242,242,False
154,0.5,"(8, 11)","(14, 12)",772,1,6,380,380,False
154,0.6,"(8, 11)","(14, 12)",752,1,6,370,370,False
154,0.7,"(8, 11)","(14, 12)",792,1,6,390,390,False
154,0.8,"(8, 11)","(14, 12)",460,1,6,224,224,False
154,0.9,"(8, 11)","(14, 12)",460,1,6,224,224,False
154,1.0,"(8, 11)","(14, 12)",528,1,6,258,258,False
155,0.02,"(8, 23)","(14, 21)",332,2,9,157,157,False
155,0.04,"(8, 23)","(14, 21)",328,2,9,155,155,False
155,0.06,"(8, 23)","(14, 21)",296,2,9,139,139,False
155,0.08,"(8, 23)","(14, 21)",272,2,9,127,127,False
155,0.1,"(8, 23)","(14, 21)",284,2,9,133,133,False
155,0.12,"(8, 23)","(14, 21)",224,2,9,103,103,False
155,0.14,"(8, 23)","(14, 21)",248,2,9,115,115,False
155,0.16,"(8, 23)","(14, 21)",96,2,9,39,39,False
155,0.18,"(8, 23)","(14, 21)",244,2,9,113,113,False
155,0.2,"(8, 23)","(14, 21)",236,2,9,109,109,False
155,0.3,"(8, 23)","(14, 21)",148,2,9,65,65,False
155,0.4,"(8, 23)","(14, 21)",152,2,9,67,67,False
155,0.5,"(8, 23)","(14, 21)",148,2,9,65,65,False
155,0.6,"(8, 23)","(14, 21)",144,2,9,63,63,False
155,0.7,"(8, 23)","(14, 21)",224,2,9,103,103,False
155,0.8,"(8, 23)","(14, 21)",80,2,9,31,31,False
155,0.9,"(8, 23)","(14, 21)",80,2,9,31,31,False
155,1.0,"(8, 23)","(14, 21)",80,2,9,31,31,False
156,0.02,"(8, 20)","(14, 16)",148,0,7,67,67,False
156,0.04,"(8, 20)","(14, 16)",256,0,7,121,121,False
156,0.06,"(8, 20)","(14, 16)",568,0,7,277,277,False
156,0.08,"(8, 20)","(14, 16)",84,0,7,35,35,False
156,0.1,"(8, 20)","(14, 16)",136,0,7,61,61,False
156,0.12,"(8, 20)","(14, 16)",148,0,7,67,67,False
156,0.14,"(8, 20)","(14, 16)",148,0,7,67,67,False
156,0.16,"(8, 20)","(14, 16)",252,0,7,119,119,False
156,0.18,"(8, 20)","(14, 16)",332,0,7,159,159,False
156,0.2,"(8, 20)","(14, 16)",576,0,7,281,281,False
156,0.3,"(8, 20)","(14, 16)",596,0,7,291,291,False
156,0.4,"(8, 20)","(14, 16)",88,0,7,37,37,False
156,0.5,"(8, 20)","(14, 16)",476,0,7,231,231,False
156,0.6,"(8, 20)","(14, 16)",412,0,7,199,199,False
156,0.7,"(8, 20)","(14, 16)",88,0,7,37,37,False
156,0.8,"(8, 20)","(14, 16)",88,0,7,37,37,False
156,0.9,"(8, 20)","(14, 16)",88,0,7,37,37,False
156,1.0,"(8, 20)","(14, 16)",88,0,7,37,37,False
157,0.02,"(8, 4)","(13, 23)",132,2,12,54,54,False
157,0.04,"(8, 4)","(13, 23)",132,2,12,54,54,False
157,0.06,"(8, 4)","(13, 23)",132,2,12,54,54,False
157,0.08,"(8, 4)","(13, 23)",208,2,12,92,92,False
157,0.1,"(8, 4)","(13, 23)",208,2,12,92,92,False
157,0.12,"(8, 4)","(13, 23)",260,2,12,118,118,False
157,0.14,"(8, 4)","(13, 23)",260,2,12,118,118,False
157,0.16,"(8, 4)","(13, 23)",208,2,12,92,92,False
157,0.18,"(8, 4)","(13, 23)",260,2,12,118,118,False
157,0.2,"(8, 4)","(13, 23)",208,2,12,92,92,False
157,0.3,"(8, 4)","(13, 23)",348,2,12,162,162,False
157,0.4,"(8, 4)","(13, 23)",188,2,12,82,82,False
157,0.5,"(8, 4)","(13, 23)",208,2,12,92,92,False
157,0.6,"(8, 4)","(13, 23)",352,2,12,164,164,False
157,0.7,"(8, 4)","(13, 23)",268,2,12,122,122,False
157,0.8,"(8, 4)","(13, 23)",560,2,12,268,268,False
157,0.9,"(8, 4)","(13, 23)",2696,2,12,1336,1336,False
157,1.0,"(8, 4)","(13, 23)",348,2,12,162,162,False
158,0.02,"(9, 2)","(14, 18)",116,1,5,53,53,False
158,0.04,"(9, 2)","(14, 18)",364,1,5,177,177,False
158,0.06,"(9, 2)","(14, 18)",732,1,5,361,361,False
158,0.08,"(9, 2)","(14, 18)",1196,1,5,593,593,False
158,0.1,"(9, 2)","(14, 18)",128,1,5,59,59,False
158,0.12,"(9, 2)","(14, 18)",332,1,5,161,161,False
158,0.14,"(9, 2)","(14, 18)",168,1,5,79,79,False
158,0.16,"(9, 2)","(14, 18)",84,1,5,37,37,False
158,0.18,"(9, 2)","(14, 18)",84,1,5,37,37,False
158,0.2,"(9, 2)","(14, 18)",84,1,5,37,37,False
158,0.3,"(9, 2)","(14, 18)",116,1,5,53,53,False
158,0.4,"(9, 2)","(14, 18)",112,1,5,51,51,False
158,0.5,"(9, 2)","(14, 18)",344,1,5,167,167,False
158,0.6,"(9, 2)","(14, 18)",460,1,5,225,225,False
158,0.7,"(9, 2)","(14, 18)",908,1,5,449,449,False
158,0.8,"(9, 2)","(14, 18)",256,1,5,123,123,False
158,0.9,"(9, 2)","(14, 18)",1760,1,5,875,875,False
158,1.0,"(9, 2)","(14, 18)",948,1,5,469,469,False
159,0.02,"(8, 14)","(14, 15)",426,2,6,207,207,False
159,0.04,"(8, 14)","(14, 15)",834,2,6,411,411,False
159,0.06,"(8, 14)","(14, 15)",174,2,6,81,81,False
159,0.08,"(8, 14)","(14, 15)",174,2,6,81,81,False
159,0.1,"(8, 14)","(14, 15)",210,2,6,99,99,False
159,0.12,"(8, 14)","(14, 15)",250,2,6,119,119,False
159,0.14,"(8, 14)","(14, 15)",250,2,6,119,119,False
159,0.16,"(8, 14)","(14, 15)",246,2,6,117,117,False
159,0.18,"(8, 14)","(14, 15)",550,2,6,269,269,False
159,0.2,"(8, 14)","(14, 15)",426,2,6,207,207,False
159,0.3,"(8, 14)","(14, 15)",558,2,6,273,273,False
159,0.4,"(8, 14)","(14, 15)",198,2,6,93,93,False
159,0.5,"(8, 14)","(14, 15)",398,2,6,193,193,False
