Ship,Alpha,Initial_Bot_Position,Rat_Position,Baseline_Total,Baseline_Attempt_Count,Baseline_Blocked_Sensing,Baseline_Rat_Chase_Count,Baseline_Ping_Count
141,0.7,"(3, 15)","(5, 20)",1184,2,8,587,587
141,0.8,"(3, 15)","(5, 20)",1184,2,8,587,587
141,0.9,"(3, 15)","(5, 20)",1188,2,8,589,589
141,1.0,"(3, 15)","(5, 20)",1188,2,8,589,589
142,0.02,"(3, 23)","(5, 15)",171,0,13,79,79
142,0.04,"(3, 23)","(5, 15)",379,0,13,183,183
142,0.06,"(3, 23)","(5, 15)",251,0,13,119,119
142,0.08,"(3, 23)","(5, 15)",251,0,13,119,119
142,0.1,"(3, 23)","(5, 15)",795,0,13,391,391
142,0.12,"(3, 23)","(5, 15)",763,0,13,375,375
142,0.14,"(3, 23)","(5, 15)",783,0,13,385,385
142,0.16,"(3, 23)","(5, 15)",1311,0,13,649,649
142,0.18,"(3, 23)","(5, 15)",495,0,13,241,241
142,0.2,"(3, 23)","(5, 15)",6251,0,13,3119,3119
142,0.3,"(3, 23)","(5, 15)",463,0,13,225,225
142,0.4,"(3, 23)","(5, 15)",463,0,13,225,225
142,0.5,"(3, 23)","(5, 15)",463,0,13,225,225
142,0.6,"(3, 23)","(5, 15)",467,0,13,227,227
142,0.7,"(3, 23)","(5, 15)",467,0,13,227,227
142,0.8,"(3, 23)","(5, 15)",467,0,13,227,227
142,0.9,"(3, 23)","(5, 15)",467,0,13,227,227
142,1.0,"(3, 23)","(5, 15)",467,0,13,227,227
143,0.02,"(4, 2)","(6, 5)",55,3,20,16,16
143,0.04,"(4, 2)","(6, 5)",55,3,20,16,16
143,0.06,"(4, 2)","(6, 5)",155,3,20,66,66
143,0.08,"(4, 2)","(6, 5)",155,3,20,66,66
143,0.1,"(4, 2)","(6, 5)",155,3,20,66,66
143,0.12,"(4, 2)","(6, 5)",151,3,20,64,64
143,0.14,"(4, 2)","(6, 5)",155,3,20,66,66
143,0.16,"(4, 2)","(6, 5)",155,3,20,66,66
143,0.18,"(4, 2)","(6, 5)",155,3,20,66,66
143,0.2,"(4, 2)","(6, 5)",155,3,20,66,66
143,0.3,"(4, 2)","(6, 5)",47,3,20,12,12
143,0.4,"(4, 2)","(6, 5)",47,3,20,12,12
143,0.5,"(4, 2)","(6, 5)",47,3,20,12,12
143,0.6,"(4, 2)","(6, 5)",47,3,20,12,12
143,0.7,"(4, 2)","(6, 5)",47,3,20,12,12
143,0.8,"(4, 2)","(6, 5)",47,3,20,12,12
143,0.9,"(4, 2)","(6, 5)",47,3,20,12,12
143,1.0,"(4, 2)","(6, 5)",47,3,20,12,12
144,0.02,"(3, 22)","(5, 19)",432,1,21,205,205
144,0.04,"(3, 22)","(5, 19)",88,1,21,33,33
144,0.06,"(3, 22)","(5, 19)",88,1,21,33,33
144,0.08,"(3, 22)","(5, 19)",68,1,21,23,23
144,0.1,"(3, 22)","(5, 19)",68,1,21,23,23
144,0.12,"(3, 22)","(5, 19)",252,1,21,115,115
144,0.14,"(3, 22)","(5, 19)",212,1,21,95,95
144,0.16,"(3, 22)","(5, 19)",212,1,21,95,95
144,0.18,"(3, 22)","(5, 19)",280,1,21,129,129
144,0.2,"(3, 22)","(5, 19)",280,1,21,129,129
144,0.3,"(3, 22)","(5, 19)",280,1,21,129,129
144,0.4,"(3, 22)","(5, 19)",2228,1,21,1103,1103
144,0.5,"(3, 22)","(5, 19)",536,1,21,257,257
144,0.6,"(3, 22)","(5, 19)",532,1,21,255,255
144,0.7,"(3, 22)","(5, 19)",532,1,21,255,255
144,0.8,"(3, 22)","(5, 19)",536,1,21,257,257
144,0.9,"(3, 22)","(5, 19)",536,1,21,257,257
144,1.0,"(3, 22)","(5, 19)",17596,1,21,8787,8787
145,0.02,"(3, 20)","(5, 14)",5486,3,19,2732,2732
145,0.04,"(3, 20)","(5, 14)",66,3,19,22,22
145,0.06,"(3, 20)","(5, 14)",306,3,19,142,142
145,0.08,"(3, 20)","(5, 14)",642,3,19,310,310
145,0.1,"(3, 20)","(5, 14)",7786,3,19,3882,3882
145,0.12,"(3, 20)","(5, 14)",894,3,19,436,436
145,0.14,"(3, 20)","(5, 14)",1166,3,19,572,572
145,0.16,"(3, 20)","(5, 14)",346,3,19,162,162
145,0.18,"(3, 20)","(5, 14)",346,3,19,162,162
145,0.2,"(3, 20)","(5, 14)",346,3,19,162,162
145,0.3,"(3, 20)","(5, 14)",7506,3,19,3742,3742
145,0.4,"(3, 20)","(5, 14)",9938,3,19,4958,4958
145,0.5,"(3, 20)","(5, 14)",9938,3,19,4958,4958
145,0.6,"(3, 20)","(5, 14)",7638,3,19,3808,3808
145,0.7,"(3, 20)","(5, 14)",9946,3,19,4962,4962
145,0.8,"(3, 20)","(5, 14)",7982,3,19,3980,3980
145,0.9,"(3, 20)","(5, 14)",7982,3,19,3980,3980
145,1.0,"(3, 20)","(5, 14)",7982,3,19,3980,3980
146,0.02,"(3, 27)","(5, 15)",362,0,22,170,170
146,0.04,"(3, 27)","(5, 15)",258,0,22,118,118
146,0.06,"(3, 27)","(5, 15)",270,0,22,124,124
146,0.08,"(3, 27)","(5, 15)",266,0,22,122,122
146,0.1,"(3, 27)","(5, 15)",238,0,22,108,108
146,0.12,"(3, 27)","(5, 15)",398,0,22,188,188
146,0.14,"(3, 27)","(5, 15)",458,0,22,218,218
146,0.16,"(3, 27)","(5, 15)",458,0,22,218,218
146,0.18,"(3, 27)","(5, 15)",498,0,22,238,238
146,0.2,"(3, 27)","(5, 15)",606,0,22,292,292
146,0.3,"(3, 27)","(5, 15)",2274,0,22,1126,1126
146,0.4,"(3, 27)","(5, 15)",6038,0,22,3008,3008
146,0.5,"(3, 27)","(5, 15)",6054,0,22,3016,3016
146,0.6,"(3, 27)","(5, 15)",6054,0,22,3016,3016
146,0.7,"(3, 27)","(5, 15)",6058,0,22,3018,3018
146,0.8,"(3, 27)","(5, 15)",6054,0,22,3016,3016
146,0.9,"(3, 27)","(5, 15)",6054,0,22,3016,3016
146,1.0,"(3, 27)","(5, 15)",6054,0,22,3016,3016
147,0.02,"(3, 23)","(5, 20)",291,2,13,138,138
147,0.04,"(3, 23)","(5, 20)",63,2,13,24,24
147,0.06,"(3, 23)","(5, 20)",63,2,13,24,24
147,0.08,"(3, 23)","(5, 20)",323,2,13,154,154
147,0.1,"(3, 23)","(5, 20)",1099,2,13,542,542
147,0.12,"(3, 23)","(5, 20)",63,2,13,24,24
147,0.14,"(3, 23)","(5, 20)",63,2,13,24,24
147,0.16,"(3, 23)","(5, 20)",63,2,13,24,24
147,0.18,"(3, 23)","(5, 20)",63,2,13,24,24
147,0.2,"(3, 23)","(5, 20)",63,2,13,24,24
147,0.3,"(3, 23)","(5, 20)",63,2,13,24,24
147,0.4,"(3, 23)","(5, 20)",1231,2,13,608,608
147,0.5,"(3, 23)","(5, 20)",1231,2,13,608,608
147,0.6,"(3, 23)","(5, 20)",1231,2,13,608,608
147,0.7,"(3, 23)","(5, 20)",1315,2,13,650,650
147,0.8,"(3, 23)","(5, 20)",1231,2,13,608,608
147,0.9,"(3, 23)","(5, 20)",1623,2,13,804,804
147,1.0,"(3, 23)","(5, 20)",1623,2,13,804,804
148,0.02,"(3, 15)","(5, 10)",2732,0,6,1363,1363
148,0.04,"(3, 15)","(5, 10)",376,0,6,185,185
148,0.06,"(3, 15)","(5, 10)",1316,0,6,655,655
148,0.08,"(3, 15)","(5, 10)",580,0,6,287,287
148,0.1,"(3, 15)","(5, 10)",5788,0,6,2891,2891
148,0.12,"(3, 15)","(5, 10)",108,0,6,51,51
148,0.14,"(3, 15)","(5, 10)",96,0,6,45,45
148,0.16,"(3, 15)","(5, 10)",40,0,6,17,17
148,0.18,"(3, 15)","(5, 10)",40,0,6,17,17
148,0.2,"(3, 15)","(5, 10)",40,0,6,17,17
148,0.3,"(3, 15)","(5, 10)",4912,0,6,2453,2453
148,0.4,"(3, 15)","(5, 10)",36,0,6,15,15
148,0.5,"(3, 15)","(5, 10)",36,0,6,15,15
148,0.6,"(3, 15)","(5, 10)",1776,0,6,885,885
148,0.7,"(3, 15)","(5, 10)",72,0,6,33,33
148,0.8,"(3, 15)","(5, 10)",72,0,6,33,33
148,0.9,"(3, 15)","(5, 10)",72,0,6,33,33
148,1.0,"(3, 15)","(5, 10)",72,0,6,33,33
149,0.02,"(3, 26)","(5, 16)",359,0,17,171,171
149,0.04,"(3, 26)","(5, 16)",247,0,17,115,115
149,0.06,"(3, 26)","(5, 16)",371,0,17,177,177
149,0.08,"(3, 26)","(5, 16)",455,0,17,219,219
149,0.1,"(3, 26)","(5, 16)",611,0,17,297,297
149,0.12,"(3, 26)","(5, 16)",611,0,17,297,297
149,0.14,"(3, 26)","(5, 16)",663,0,17,323,323
149,0.16,"(3, 26)","(5, 16)",6979,0,17,3481,3481
149,0.18,"(3, 26)","(5, 16)",6971,0,17,3477,3477
149,0.2,"(3, 26)","(5, 16)",5699,0,17,2841,2841
149,0.3,"(3, 26)","(5, 16)",2031,0,17,1007,1007
149,0.4,"(3, 26)","(5, 16)",2071,0,17,1027,1027
149,0.5,"(3, 26)","(5, 16)",2051,0,17,1017,1017
149,0.6,"(3, 26)","(5, 16)",6919,0,17,3451,3451
149,0.7,"(3, 26)","(5, 16)",6923,0,17,3453,3453
149,0.8,"(3, 26)","(5, 16)",6923,0,17,3453,3453
149,0.9,"(3, 26)","(5, 16)",6923,0,17,3453,3453
149,1.0,"(3, 26)","(5, 16)",6935,0,17,3459,3459
150,0.02,"(3, 25)","(5, 15)",267,1,8,129,129
150,0.04,"(3, 25)","(5, 15)",347,1,8,169,169
150,0.06,"(3, 25)","(5, 15)",291,1,8,141,141
150,0.08,"(3, 25)","(5, 15)",331,1,8,161,161
150,0.1,"(3, 25)","(5, 15)",7051,1,8,3521,3521
150,0.12,"(3, 25)","(5, 15)",6931,1,8,3461,3461
150,0.14,"(3, 25)","(5, 15)",339,1,8,165,165
150,0.16,"(3, 25)","(5, 15)",339,1,8,165,165
150,0.18,"(3, 25)","(5, 15)",339,1,8,165,165
150,0.2,"(3, 25)","(5, 15)",339,1,8,165,165
150,0.3,"(3, 25)","(5, 15)",851,1,8,421,421
150,0.4,"(3, 25)","(5, 15)",855,1,8,423,423
150,0.5,"(3, 25)","(5, 15)",855,1,8,423,423
150,0.6,"(3, 25)","(5, 15)",851,1,8,421,421
150,0.7,"(3, 25)","(5, 15)",851,1,8,421,421
150,0.8,"(3, 25)","(5, 15)",851,1,8,421,421
150,0.9,"(3, 25)","(5, 15)",851,1,8,421,421
150,1.0,"(3, 25)","(5, 15)",851,1,8,421,421
151,0.02,"(3, 22)","(5, 20)",40,1,7,16,16
151,0.04,"(3, 22)","(5, 20)",276,1,7,134,134
151,0.06,"(3, 22)","(5, 20)",24,1,7,8,8
151,0.08,"(3, 22)","(5, 20)",24,1,7,8,8
151,0.1,"(3, 22)","(5, 20)",24,1,7,8,8
151,0.12,"(3, 22)","(5, 20)",24,1,7,8,8
151,0.14,"(3, 22)","(5, 20)",24,1,7,8,8
151,0.16,"(3, 22)","(5, 20)",8952,1,7,4472,4472
151,0.18,"(3, 22)","(5, 20)",52,1,7,22,22
151,0.2,"(3, 22)","(5, 20)",52,1,7,22,22
151,0.3,"(3, 22)","(5, 20)",48,1,7,20,20
151,0.4,"(3, 22)","(5, 20)",56,1,7,24,24
151,0.5,"(3, 22)","(5, 20)",44,1,7,18,18
151,0.6,"(3, 22)","(5, 20)",44,1,7,18,18
151,0.7,"(3, 22)","(5, 20)",40,1,7,16,16
151,0.8,"(3, 22)","(5, 20)",40,1,7,16,16
151,0.9,"(3, 22)","(5, 20)",40,1,7,16,16
151,1.0,"(3, 22)","(5, 20)",40,1,7,16,16
152,0.02,"(3, 26)","(5, 15)",110,0,12,49,49
152,0.04,"(3, 26)","(5, 15)",422,0,12,205,205
152,0.06,"(3, 26)","(5, 15)",482,0,12,235,235
152,0.08,"(3, 26)","(5, 15)",142,0,12,65,65
152,0.1,"(3, 26)","(5, 15)",162,0,12,75,75
152,0.12,"(3, 26)","(5, 15)",510,0,12,249,249
152,0.14,"(3, 26)","(5, 15)",366,0,12,177,177
152,0.16,"(3, 26)","(5, 15)",510,0,12,249,249
152,0.18,"(3, 26)","(5, 15)",510,0,12,249,249
152,0.2,"(3, 26)","(5, 15)",382,0,12,185,185
152,0.3,"(3, 26)","(5, 15)",498,0,12,243,243
152,0.4,"(3, 26)","(5, 15)",594,0,12,291,291
152,0.5,"(3, 26)","(5, 15)",590,0,12,289,289
152,0.6,"(3, 26)","(5, 15)",410,0,12,199,199
152,0.7,"(3, 26)","(5, 15)",382,0,12,185,185
152,0.8,"(3, 26)","(5, 15)",410,0,12,199,199
152,0.9,"(3, 26)","(5, 15)",438,0,12,213,213
152,1.0,"(3, 26)","(5, 15)",438,0,12,213,213
153,0.02,"(3, 26)","(5, 26)",44,0,8,18,18
153,0.04,"(3, 26)","(5, 26)",28,0,8,10,10
153,0.06,"(3, 26)","(5, 26)",28,0,8,10,10
153,0.08,"(3, 26)","(5, 26)",44,0,8,18,18
153,0.1,"(3, 26)","(5, 26)",44,0,8,18,18
153,0.12,"(3, 26)","(5, 26)",44,0,8,18,18
153,0.14,"(3, 26)","(5, 26)",44,0,8,18,18
153,0.16,"(3, 26)","(5, 26)",44,0,8,18,18
153,0.18,"(3, 26)","(5, 26)",44,0,8,18,18
153,0.2,"(3, 26)","(5, 26)",44,0,8,18,18
153,0.3,"(3, 26)","(5, 26)",44,0,8,18,18
153,0.4,"(3, 26)","(5, 26)",16,0,8,4,4
153,0.5,"(3, 26)","(5, 26)",16,0,8,4,4
153,0.6,"(3, 26)","(5, 26)",16,0,8,4,4
153,0.7,"(3, 26)","(5, 26)",24,0,8,8,8
153,0.8,"(3, 26)","(5, 26)",24,0,8,8,8
153,0.9,"(3, 26)","(5, 26)",24,0,8,8,8
153,1.0,"(3, 26)","(5, 26)",24,0,8,8,8
154,0.02,"(3, 20)","(5, 11)",7731,1,30,3850,3850
154,0.04,"(3, 20)","(5, 11)",783,1,30,376,376
154,0.06,"(3, 20)","(5, 11)",727,1,30,348,348
154,0.08,"(3, 20)","(5, 11)",2255,1,30,1112,1112
154,0.1,"(3, 20)","(5, 11)",363,1,30,166,166
154,0.12,"(3, 20)","(5, 11)",515,1,30,242,242
154,0.14,"(3, 20)","(5, 11)",735,1,30,352,352
154,0.16,"(3, 20)","(5, 11)",471,1,30,220,220
154,0.18,"(3, 20)","(5, 11)",471,1,30,220,220
154,0.2,"(3, 20)","(5, 11)",471,1,30,220,220
154,0.3,"(3, 20)","(5, 11)",755,1,30,362,362
154,0.4,"(3, 20)","(5, 11)",495,1,30,232,232
154,0.5,"(3, 20)","(5, 11)",507,1,30,238,238
154,0.6,"(3, 20)","(5, 11)",591,1,30,280,280
154,0.7,"(3, 20)","(5, 11)",779,1,30,374,374
154,0.8,"(3, 20)","(5, 11)",779,1,30,374,374
154,0.9,"(3, 20)","(5, 11)",779,1,30,374,374
154,1.0,"(3, 20)","(5, 11)",779,1,30,374,374
155,0.02,"(3, 21)","(5, 14)",213,1,20,96,96
155,0.04,"(3, 21)","(5, 14)",117,1,20,48,48
155,0.06,"(3, 21)","(5, 14)",117,1,20,48,48
155,0.08,"(3, 21)","(5, 14)",741,1,20,360,360
155,0.1,"(3, 21)","(5, 14)",365,1,20,172,172
155,0.12,"(3, 21)","(5, 14)",417,1,20,198,198
155,0.14,"(3, 21)","(5, 14)",405,1,20,192,192
155,0.16,"(3, 21)","(5, 14)",365,1,20,172,172
155,0.18,"(3, 21)","(5, 14)",365,1,20,172,172
155,0.2,"(3, 21)","(5, 14)",405,1,20,192,192
155,0.3,"(3, 21)","(5, 14)",1809,1,20,894,894
155,0.4,"(3, 21)","(5, 14)",373,1,20,176,176
155,0.5,"(3, 21)","(5, 14)",1945,1,20,962,962
155,0.6,"(3, 21)","(5, 14)",1945,1,20,962,962
155,0.7,"(3, 21)","(5, 14)",1945,1,20,962,962
155,0.8,"(3, 21)","(5, 14)",1945,1,20,962,962
155,0.9,"(3, 21)","(5, 14)",1945,1,20,962,962
155,1.0,"(3, 21)","(5, 14)",1945,1,20,962,962
156,0.02,"(3, 15)","(5, 17)",88,1,7,40,40
156,0.04,"(3, 15)","(5, 17)",24,1,7,8,8
156,0.06,"(3, 15)","(5, 17)",24,1,7,8,8
156,0.08,"(3, 15)","(5, 17)",24,1,7,8,8
156,0.1,"(3, 15)","(5, 17)",24,1,7,8,8
156,0.12,"(3, 15)","(5, 17)",52,1,7,22,22
156,0.14,"(3, 15)","(5, 17)",48,1,7,20,20
156,0.16,"(3, 15)","(5, 17)",48,1,7,20,20
156,0.18,"(3, 15)","(5, 17)",5756,1,7,2874,2874
156,0.2,"(3, 15)","(5, 17)",1956,1,7,974,974
156,0.3,"(3, 15)","(5, 17)",10796,1,7,5394,5394
156,0.4,"(3, 15)","(5, 17)",10788,1,7,5390,5390
156,0.5,"(3, 15)","(5, 17)",5804,1,7,2898,2898
156,0.6,"(3, 15)","(5, 17)",1428,1,7,710,710
156,0.7,"(3, 15)","(5, 17)",5040,1,7,2516,2516
156,0.8,"(3, 15)","(5, 17)",5040,1,7,2516,2516
156,0.9,"(3, 15)","(5, 17)",1444,1,7,718,718
156,1.0,"(3, 15)","(5, 17)",28,1,7,10,10
157,0.02,"(3, 20)","(5, 12)",111,2,19,45,45
157,0.04,"(3, 20)","(5, 12)",263,2,19,121,121
157,0.06,"(3, 20)","(5, 12)",6935,2,19,3457,3457
157,0.08,"(3, 20)","(5, 12)",4215,2,19,2097,2097
157,0.1,"(3, 20)","(5, 12)",4199,2,19,2089,2089
157,0.12,"(3, 20)","(5, 12)",231,2,19,105,105
157,0.14,"(3, 20)","(5, 12)",707,2,19,343,343
157,0.16,"(3, 20)","(5, 12)",771,2,19,375,375
157,0.18,"(3, 20)","(5, 12)",5071,2,19,2525,2525
157,0.2,"(3, 20)","(5, 12)",1267,2,19,623,623
157,0.3,"(3, 20)","(5, 12)",1571,2,19,775,775
157,0.4,"(3, 20)","(5, 12)",1571,2,19,775,775
157,0.5,"(3, 20)","(5, 12)",1567,2,19,773,773
157,0.6,"(3, 20)","(5, 12)",1931,2,19,955,955
157,0.7,"(3, 20)","(5, 12)",9503,2,19,4741,4741
157,0.8,"(3, 20)","(5, 12)",9503,2,19,4741,4741
157,0.9,"(3, 20)","(5, 12)",9503,2,19,4741,4741
157,1.0,"(3, 20)","(5, 12)",9503,2,19,4741,4741
158,0.02,"(3, 25)","(5, 22)",1584,1,21,781,781
158,0.04,"(3, 25)","(5, 22)",144,1,21,61,61
158,0.06,"(3, 25)","(5, 22)",3948,1,21,1963,1963
158,0.08,"(3, 25)","(5, 22)",204,1,21,91,91
158,0.1,"(3, 25)","(5, 22)",148,1,21,63,63
158,0.12,"(3, 25)","(5, 22)",148,1,21,63,63
158,0.14,"(3, 25)","(5, 22)",200,1,21,89,89
158,0.16,"(3, 25)","(5, 22)",200,1,21,89,89
158,0.18,"(3, 25)","(5, 22)",200,1,21,89,89
158,0.2,"(3, 25)","(5, 22)",292,1,21,135,135
158,0.3,"(3, 25)","(5, 22)",80,1,21,29,29
158,0.4,"(3, 25)","(5, 22)",80,1,21,29,29
158,0.5,"(3, 25)","(5, 22)",80,1,21,29,29
158,0.6,"(3, 25)","(5, 22)",172,1,21,75,75
158,0.7,"(3, 25)","(5, 22)",172,1,21,75,75
158,0.8,"(3, 25)","(5, 22)",172,1,21,75,75
158,0.9,"(3, 25)","(5, 22)",244,1,21,111,111
158,1.0,"(3, 25)","(5, 22)",244,1,21,111,111
159,0.02,"(3, 18)","(5, 11)",144,1,13,65,65
159,0.04,"(3, 18)","(5, 11)",56,1,13,21,21
159,0.06,"(3, 18)","(5, 11)",56,1,13,21,21
159,0.08,"(3, 18)","(5, 11)",56,1,13,21,21
159,0.1,"(3, 18)","(5, 11)",56,1,13,21,21
159,0.12,"(3, 18)","(5, 11)",64,1,13,25,25
159,0.14,"(3, 18)","(5, 11)",64,1,13,25,25
159,0.16,"(3, 18)","(5, 11)",11356,1,13,5671,5671
159,0.18,"(3, 18)","(5, 11)",1180,1,13,583,583
159,0.2,"(3, 18)","(5, 11)",1728,1,13,857,857
159,0.3,"(3, 18)","(5, 11)",11300,1,13,5643,5643
159,0.4,"(3, 18)","(5, 11)",1772,1,13,879,879
159,0.5,"(3, 18)","(5, 11)",1756,1,13,871,871
159,0.6,"(3, 18)","(5, 11)",1756,1,13,871,871
159,0.7,"(3, 18)","(5, 11)",1756,1,13,871,871
159,0.8,"(3, 18)","(5, 11)",1756,1,13,871,871
159,0.9,"(3, 18)","(5, 11)",1756,1,13,871,871
159,1.0,"(3, 18)","(5, 11)",1760,1,13,873,873
160,0.02,"(3, 17)","(5, 14)",412,0,6,203,203
160,0.04,"(3, 17)","(5, 14)",712,0,6,353,353
160,0.06,"(3, 17)","(5, 14)",48,0,6,21,21
160,0.08,"(3, 17)","(5, 14)",120,0,6,57,57
160,0.1,"(3, 17)","(5, 14)",164,0,6,79,79
160,0.12,"(3, 17)","(5, 14)",152,0,6,73,73
160,0.14,"(3, 17)","(5, 14)",844,0,6,419,419
160,0.16,"(3, 17)","(5, 14)",516,0,6,255,255
160,0.18,"(3, 17)","(5, 14)",32,0,6,13,13
160,0.2,"(3, 17)","(5, 14)",32,0,6,13,13
160,0.3,"(3, 17)","(5, 14)",32,0,6,13,13
160,0.4,"(3, 17)","(5, 14)",32,0,6,13,13
160,0.5,"(3, 17)","(5, 14)",32,0,6,13,13
160,0.6,"(3, 17)","(5, 14)",32,0,6,13,13
160,0.7,"(3, 17)","(5, 14)",88,0,6,41,41
160,0.8,"(3, 17)","(5, 14)",132,0,6,63,63
160,0.9,"(3, 17)","(5, 14)",132,0,6,63,63
160,1.0,"(3, 17)","(5, 14)",88,0,6,41,41
161,0.02,"(4, 4)","(6, 2)",52,1,11,20,20
161,0.04,"(4, 4)","(6, 2)",52,1,11,20,20
161,0.06,"(4, 4)","(6, 2)",924,1,11,456,456
161,0.08,"(4, 4)","(6, 2)",244,1,11,116,116
161,0.1,"(4, 4)","(6, 2)",244,1,11,116,116
161,0.12,"(4, 4)","(6, 2)",160,1,11,74,74
161,0.14,"(4, 4)","(6, 2)",160,1,11,74,74
161,0.16,"(4, 4)","(6, 2)",160,1,11,74,74
161,0.18,"(4, 4)","(6, 2)",160,1,11,74,74
161,0.2,"(4, 4)","(6, 2)",160,1,11,74,74
161,0.3,"(4, 4)","(6, 2)",264,1,11,126,126
161,0.4,"(4, 4)","(6, 2)",264,1,11,126,126
161,0.5,"(4, 4)","(6, 2)",264,1,11,126,126
161,0.6,"(4, 4)","(6, 2)",264,1,11,126,126
161,0.7,"(4, 4)","(6, 2)",264,1,11,126,126
161,0.8,"(4, 4)","(6, 2)",264,1,11,126,126
161,0.9,"(4, 4)","(6, 2)",264,1,11,126,126
161,1.0,"(4, 4)","(6, 2)",264,1,11,126,126
162,0.02,"(3, 21)","(5, 14)",681,2,11,334,334
162,0.04,"(3, 21)","(5, 14)",129,2,11,58,58
162,0.06,"(3, 21)","(5, 14)",229,2,11,108,108
162,0.08,"(3, 21)","(5, 14)",333,2,11,160,160
162,0.1,"(3, 21)","(5, 14)",333,2,11,160,160
162,0.12,"(3, 21)","(5, 14)",417,2,11,202,202
162,0.14,"(3, 21)","(5, 14)",417,2,11,202,202
162,0.16,"(3, 21)","(5, 14)",421,2,11,204,204
162,0.18,"(3, 21)","(5, 14)",1041,2,11,514,514
162,0.2,"(3, 21)","(5, 14)",101,2,11,44,44
162,0.3,"(3, 21)","(5, 14)",221,2,11,104,104
162,0.4,"(3, 21)","(5, 14)",153,2,11,70,70
162,0.5,"(3, 21)","(5, 14)",645,2,11,316,316
162,0.6,"(3, 21)","(5, 14)",697,2,11,342,342
162,0.7,"(3, 21)","(5, 14)",697,2,11,342,342
162,0.8,"(3, 21)","(5, 14)",697,2,11,342,342
162,0.9,"(3, 21)","(5, 14)",697,2,11,342,342
162,1.0,"(3, 21)","(5, 14)",697,2,11,342,342
163,0.02,"(4, 9)","(6, 6)",4111,1,18,2046,2046
163,0.04,"(4, 9)","(6, 6)",1407,1,18,694,694
163,0.06,"(4, 9)","(6, 6)",2063,1,18,1022,1022
163,0.08,"(4, 9)","(6, 6)",339,1,18,160,160
163,0.1,"(4, 9)","(6, 6)",6323,1,18,3152,3152
163,0.12,"(4, 9)","(6, 6)",2243,1,18,1112,1112
163,0.14,"(4, 9)","(6, 6)",6047,1,18,3014,3014
163,0.16,"(4, 9)","(6, 6)",6047,1,18,3014,3014
163,0.18,"(4, 9)","(6, 6)",6047,1,18,3014,3014
163,0.2,"(4, 9)","(6, 6)",2163,1,18,1072,1072
163,0.3,"(4, 9)","(6, 6)",25895,1,18,12938,12938
163,0.4,"(4, 9)","(6, 6)",25891,1,18,12936,12936
163,0.5,"(4, 9)","(6, 6)",6079,1,18,3030,3030
163,0.6,"(4, 9)","(6, 6)",6079,1,18,3030,3030
163,0.7,"(4, 9)","(6, 6)",6079,1,18,3030,3030
163,0.8,"(4, 9)","(6, 6)",6079,1,18,3030,3030
163,0.9,"(4, 9)","(6, 6)",6067,1,18,3024,3024
163,1.0,"(4, 9)","(6, 6)",6067,1,18,3024,3024
164,0.02,"(3, 19)","(5, 12)",1139,0,7,566,566
164,0.04,"(3, 19)","(5, 12)",15559,0,7,7776,7776
164,0.06,"(3, 19)","(5, 12)",1951,0,7,972,972
164,0.08,"(3, 19)","(5, 12)",1487,0,7,740,740
164,0.1,"(3, 19)","(5, 12)",931,0,7,462,462
164,0.12,"(3, 19)","(5, 12)",459,0,7,226,226
164,0.14,"(3, 19)","(5, 12)",459,0,7,226,226
164,0.16,"(3, 19)","(5, 12)",363,0,7,178,178
164,0.18,"(3, 19)","(5, 12)",1547,0,7,770,770
164,0.2,"(3, 19)","(5, 12)",283,0,7,138,138
164,0.3,"(3, 19)","(5, 12)",899,0,7,446,446
164,0.4,"(3, 19)","(5, 12)",7327,0,7,3660,3660
164,0.5,"(3, 19)","(5, 12)",903,0,7,448,448
164,0.6,"(3, 19)","(5, 12)",25467,0,7,12730,12730
164,0.7,"(3, 19)","(5, 12)",25467,0,7,12730,12730
164,0.8,"(3, 19)","(5, 12)",1011,0,7,502,502
164,0.9,"(3, 19)","(5, 12)",1011,0,7,502,502
164,1.0,"(3, 19)","(5, 12)",1011,0,7,502,502
165,0.02,"(3, 22)","(5, 18)",1443,1,16,713,713
165,0.04,"(3, 22)","(5, 18)",83,1,16,33,33
165,0.06,"(3, 22)","(5, 18)",83,1,16,33,33
165,0.08,"(3, 22)","(5, 18)",83,1,16,33,33
165,0.1,"(3, 22)","(5, 18)",455,1,16,219,219
165,0.12,"(3, 22)","(5, 18)",16279,1,16,8131,8131
165,0.14,"(3, 22)","(5, 18)",451,1,16,217,217
165,0.16,"(3, 22)","(5, 18)",451,1,16,217,217
165,0.18,"(3, 22)","(5, 18)",1243,1,16,613,613
165,0.2,"(3, 22)","(5, 18)",451,1,16,217,217
165,0.3,"(3, 22)","(5, 18)",335,1,16,159,159
165,0.4,"(3, 22)","(5, 18)",7159,1,16,3571,3571
165,0.5,"(3, 22)","(5, 18)",547,1,16,265,265
165,0.6,"(3, 22)","(5, 18)",547,1,16,265,265
165,0.7,"(3, 22)","(5, 18)",547,1,16,265,265
165,0.8,"(3, 22)","(5, 18)",547,1,16,265,265
165,0.9,"(3, 22)","(5, 18)",7115,1,16,3549,3549
165,1.0,"(3, 22)","(5, 18)",7115,1,16,3549,3549
166,0.02,"(3, 25)","(5, 22)",40,2,20,9,9
166,0.04,"(3, 25)","(5, 22)",40,2,20,9,9
166,0.06,"(3, 25)","(5, 22)",40,2,20,9,9
